"airline","flight","source_city","departure_time","stops","arrival_time","destination_city","class","duration","days_left","price"
"Indigo","6E-6217","Chennai","Night","one","Early_Morning","Mumbai","Economy",8.92,47,1830
"Air_India","AI-9547","Bangalore","Evening","two_or_more","Morning","Chennai","Economy",15.92,38,8413
"Air_India","AI-559","Hyderabad","Early_Morning","zero","Morning","Delhi","Business",2.5,24,24122
"Air_India","AI-640","Bangalore","Early_Morning","one","Evening","Delhi","Business",11.5,16,50462
"Vistara","UK-802","Bangalore","Evening","one","Evening","Hyderabad","Business",25.08,15,64025
"Indigo","6E-6067","Bangalore","Evening","one","Night","Mumbai","Economy",4.42,22,4190
"Air_India","AI-429","Chennai","Afternoon","one","Afternoon","Mumbai","Economy",26.58,33,4697
"Vistara","UK-988","Mumbai","Night","one","Night","Chennai","Business",23.33,30,61933
"Air_India","AI-774","Mumbai","Night","one","Night","Hyderabad","Business",24.33,25,50868
"Indigo","6E-183","Chennai","Afternoon","zero","Evening","Kolkata","Economy",2.33,37,2359
"GO_FIRST","G8-101","Delhi","Early_Morning","zero","Early_Morning","Kolkata","Economy",2.17,3,5954
"Air_India","AI-867","Mumbai","Night","zero","Night","Delhi","Business",2.25,12,22140
"Vistara","UK-778","Kolkata","Afternoon","one","Night","Mumbai","Economy",5.92,46,6711
"Vistara","UK-994","Mumbai","Morning","zero","Afternoon","Delhi","Economy",2.25,40,2339
"Vistara","UK-928","Mumbai","Early_Morning","zero","Morning","Delhi","Economy",2.08,40,2339
"Vistara","UK-738","Kolkata","Evening","one","Evening","Mumbai","Economy",22.92,11,12210
"Air_India","AI-479","Delhi","Night","one","Evening","Kolkata","Economy",21.33,46,6650
"Vistara","UK-828","Chennai","Early_Morning","one","Afternoon","Delhi","Business",8.67,22,64729
"Air_India","AI-619","Mumbai","Night","one","Morning","Delhi","Economy",12.75,13,10563
"Indigo","6E-7201","Hyderabad","Early_Morning","one","Afternoon","Bangalore","Economy",8.17,49,3374
"Vistara","UK-812","Bangalore","Morning","one","Night","Mumbai","Business",11.5,20,77196
"Air_India","AI-774","Mumbai","Night","zero","Night","Kolkata","Economy",2.75,7,7413
"AirAsia","I5-339","Bangalore","Night","one","Morning","Delhi","Economy",10.75,23,2723
"GO_FIRST","G8-317","Mumbai","Early_Morning","one","Evening","Kolkata","Economy",10.42,16,6527
"Vistara","UK-613","Mumbai","Afternoon","one","Evening","Delhi","Business",4.5,39,41325
"Vistara","UK-866","Bangalore","Night","one","Early_Morning","Hyderabad","Economy",10.17,34,5322
"Indigo","6E-534","Kolkata","Evening","zero","Night","Bangalore","Economy",2.75,42,3862
"Vistara","UK-738","Kolkata","Evening","one","Afternoon","Mumbai","Economy",17.83,20,6067
"Air_India","AI-867","Mumbai","Night","one","Morning","Chennai","Business",11.42,31,49613
"Vistara","UK-954","Mumbai","Early_Morning","one","Night","Bangalore","Business",14.42,42,54608
"Air_India","AI-402","Kolkata","Morning","one","Morning","Hyderabad","Business",24.08,9,52063
"Air_India","AI-9875","Hyderabad","Morning","one","Afternoon","Delhi","Economy",26,32,5708
"Vistara","UK-820","Bangalore","Evening","one","Morning","Kolkata","Economy",14.75,4,14150
"Air_India","AI-763","Kolkata","Early_Morning","one","Night","Bangalore","Economy",13.08,10,16569
"SpiceJet","SG-8709","Delhi","Evening","one","Early_Morning","Chennai","Economy",13.08,8,7425
"Vistara","UK-864","Bangalore","Evening","one","Night","Hyderabad","Business",25.92,38,37985
"Indigo","6E-654","Delhi","Evening","zero","Night","Bangalore","Economy",2.92,27,4500
"Vistara","UK-880","Hyderabad","Afternoon","one","Night","Mumbai","Business",10.42,48,58315
"GO_FIRST","G8-7560","Kolkata","Afternoon","zero","Evening","Bangalore","Economy",2.67,24,4145
"SpiceJet","SG-143","Delhi","Evening","one","Early_Morning","Chennai","Economy",12.25,18,4149
"Air_India","AI-525","Hyderabad","Early_Morning","one","Afternoon","Delhi","Business",6.92,29,47586
"Air_India","AI-502","Delhi","Afternoon","one","Early_Morning","Hyderabad","Economy",18.33,25,5519
"Indigo","6E-5371","Mumbai","Evening","zero","Night","Hyderabad","Economy",1.5,38,2901
"Air_India","AI-763","Kolkata","Early_Morning","one","Night","Hyderabad","Economy",16.58,26,5565
"Vistara","UK-995","Delhi","Morning","one","Night","Hyderabad","Economy",10.58,41,5772
"Vistara","UK-820","Bangalore","Evening","one","Early_Morning","Mumbai","Economy",14.08,7,11205
"Indigo","6E-2188","Delhi","Morning","zero","Afternoon","Bangalore","Economy",2.75,46,4500
"Air_India","AI-762","Delhi","Night","one","Night","Hyderabad","Economy",25,13,13200
"Air_India","AI-619","Mumbai","Night","one","Afternoon","Bangalore","Business",18.08,18,29094
"Indigo","6E-296","Mumbai","Night","one","Late_Night","Delhi","Economy",4.08,10,6921
"Air_India","AI-804","Bangalore","Early_Morning","one","Night","Kolkata","Economy",16.17,42,7004
"Air_India","AI-809","Mumbai","Morning","one","Morning","Hyderabad","Economy",23.92,28,5625
"Air_India","AI-640","Bangalore","Early_Morning","one","Night","Hyderabad","Business",14.83,20,37929
"Vistara","UK-963","Delhi","Morning","one","Evening","Kolkata","Economy",8,42,6578
"SpiceJet","SG-531","Bangalore","Morning","one","Evening","Delhi","Economy",9.42,24,4336
"Vistara","UK-866","Bangalore","Night","one","Morning","Delhi","Economy",13.33,9,10744
"Vistara","UK-890","Hyderabad","Evening","one","Night","Mumbai","Economy",6.17,26,4416
"Vistara","UK-854","Bangalore","Evening","one","Late_Night","Delhi","Economy",5.75,25,4111
"Air_India","AI-541","Hyderabad","Evening","one","Afternoon","Kolkata","Economy",22.25,43,4789
"Vistara","UK-706","Kolkata","Morning","two_or_more","Evening","Bangalore","Economy",9.25,47,6968
"Air_India","AI-9876","Bangalore","Afternoon","one","Morning","Mumbai","Economy",18.42,39,3709
"Vistara","UK-705","Delhi","Early_Morning","one","Night","Mumbai","Economy",12.83,11,15720
"Indigo","6E-2168","Delhi","Evening","one","Night","Mumbai","Economy",4.5,45,4326
"Air_India","AI-807","Delhi","Evening","zero","Night","Bangalore","Economy",2.75,39,4427
"Air_India","AI-840","Hyderabad","Night","one","Afternoon","Chennai","Business",15.83,31,51595
"AirAsia","I5-972","Bangalore","Evening","two_or_more","Late_Night","Delhi","Economy",8.75,43,2723
"Indigo","6E-512","Kolkata","Afternoon","one","Evening","Hyderabad","Economy",4.5,16,6489
"Air_India","AI-424","Kolkata","Afternoon","one","Night","Delhi","Economy",10.42,34,4505
"Air_India","AI-698","Hyderabad","Night","one","Morning","Kolkata","Economy",10.58,7,17053
"Air_India","AI-748","Bangalore","Late_Night","one","Evening","Delhi","Business",15.33,36,52586
"AirAsia","I5-1727","Chennai","Afternoon","one","Late_Night","Delhi","Economy",13.08,33,2477
"Indigo","6E-135","Kolkata","Morning","two_or_more","Night","Mumbai","Economy",12,44,3434
"Vistara","UK-822","Chennai","Morning","one","Evening","Bangalore","Economy",8,36,4755
"Vistara","UK-880","Hyderabad","Afternoon","one","Evening","Mumbai","Economy",5.67,25,4266
"Air_India","AI-541","Hyderabad","Evening","one","Night","Kolkata","Business",6.08,36,51707
"Vistara","UK-774","Kolkata","Night","one","Afternoon","Delhi","Business",17.92,33,53743
"GO_FIRST","G8-424","Hyderabad","Early_Morning","one","Evening","Mumbai","Economy",11.08,32,4165
"Air_India","AI-619","Mumbai","Night","one","Morning","Bangalore","Economy",14.5,20,3938
"Vistara","UK-812","Bangalore","Morning","one","Evening","Mumbai","Business",9.33,13,62524
"Air_India","AI-541","Hyderabad","Evening","one","Night","Mumbai","Economy",29.33,47,4363
"Vistara","UK-953","Delhi","Night","one","Morning","Bangalore","Business",12.17,22,42457
"AirAsia","I5-1543","Hyderabad","Afternoon","one","Night","Kolkata","Economy",6.75,26,2056
"Air_India","AI-430","Chennai","Morning","one","Evening","Hyderabad","Business",9.42,26,51345
"GO_FIRST","G8-211","Delhi","Morning","one","Night","Mumbai","Economy",11.33,32,5087
"AirAsia","I5-721","Delhi","Night","one","Morning","Chennai","Economy",11.75,24,1998
"Vistara","UK-683","Delhi","Afternoon","one","Afternoon","Mumbai","Economy",25.58,30,4781
"Air_India","AI-503","Bangalore","Evening","one","Morning","Chennai","Business",15.58,33,60396
"SpiceJet","SG-4010","Chennai","Morning","one","Evening","Kolkata","Economy",11.58,20,4547
"Vistara","UK-778","Kolkata","Afternoon","one","Morning","Bangalore","Economy",17.33,29,8111
"Air_India","AI-840","Hyderabad","Night","one","Afternoon","Bangalore","Economy",15.67,43,6314
"Air_India","AI-676","Kolkata","Morning","one","Evening","Bangalore","Economy",8.83,5,12684
"Vistara","UK-653","Mumbai","Early_Morning","two_or_more","Night","Bangalore","Economy",17.33,18,10809
"Vistara","UK-825","Mumbai","Morning","one","Evening","Delhi","Business",10.17,33,63804
"Air_India","AI-840","Hyderabad","Night","one","Morning","Chennai","Economy",12.08,23,5909
"Vistara","UK-659","Hyderabad","Morning","one","Evening","Delhi","Economy",5.5,31,5967
"GO_FIRST","G8-383","Mumbai","Afternoon","zero","Evening","Bangalore","Economy",1.58,7,5102
"Vistara","UK-816","Bangalore","Morning","one","Morning","Chennai","Business",22.42,49,60396
"Vistara","UK-880","Hyderabad","Afternoon","one","Night","Bangalore","Economy",9.42,20,6855
"Vistara","UK-878","Hyderabad","Afternoon","one","Morning","Chennai","Economy",19.92,18,6287
"Vistara","UK-933","Delhi","Afternoon","one","Night","Hyderabad","Business",5.42,25,51697
"Indigo","6E-6339","Hyderabad","Early_Morning","zero","Morning","Kolkata","Economy",2.08,23,5082
"GO_FIRST","G8-319","Mumbai","Morning","zero","Afternoon","Delhi","Economy",2.25,4,5942
"Vistara","UK-852","Bangalore","Morning","one","Night","Delhi","Business",12.42,44,57081
"Vistara","UK-955","Delhi","Evening","one","Early_Morning","Hyderabad","Economy",14.08,13,9840
"Indigo","6E-562","Chennai","Evening","one","Night","Delhi","Economy",5.58,33,2051
"Vistara","UK-824","Chennai","Night","one","Evening","Delhi","Business",23.25,15,53440
"Air_India","AI-440","Chennai","Early_Morning","one","Late_Night","Bangalore","Economy",18,9,14388
"Air_India","AI-806","Mumbai","Early_Morning","one","Night","Bangalore","Business",12.08,43,54608
"Vistara","UK-834","Chennai","Evening","one","Night","Bangalore","Economy",6.17,20,6854
"GO_FIRST","G8-227","Kolkata","Early_Morning","one","Evening","Mumbai","Economy",13.08,17,7958
"Vistara","UK-818","Bangalore","Evening","one","Afternoon","Hyderabad","Economy",16.92,29,6577
"Air_India","AI-543","Hyderabad","Morning","one","Morning","Chennai","Economy",21.58,41,4229
"Air_India","AI-763","Kolkata","Early_Morning","zero","Morning","Delhi","Economy",2.25,14,6909
"Indigo","6E-5323","Bangalore","Morning","zero","Morning","Mumbai","Economy",1.83,12,5178
"Vistara","UK-996","Mumbai","Evening","one","Night","Bangalore","Economy",25.92,31,6450
"GO_FIRST","G8-102","Kolkata","Afternoon","zero","Evening","Delhi","Economy",2.58,38,4246
"Vistara","UK-851","Mumbai","Early_Morning","two_or_more","Evening","Chennai","Business",9.33,30,80626
"Vistara","UK-819","Delhi","Afternoon","two_or_more","Night","Chennai","Economy",8.83,23,9034
"AirAsia","I5-330","Mumbai","Night","one","Morning","Bangalore","Economy",11.75,38,2074
"Air_India","AI-409","Delhi","Morning","one","Afternoon","Kolkata","Economy",25.58,37,4426
"Vistara","UK-871","Delhi","Night","one","Night","Mumbai","Business",26.42,7,45156
"Vistara","UK-846","Bangalore","Morning","one","Evening","Kolkata","Business",8.42,48,51817
"Vistara","UK-860","Hyderabad","Early_Morning","one","Afternoon","Mumbai","Business",7.17,34,52715
"Vistara","UK-876","Hyderabad","Night","one","Morning","Bangalore","Economy",11.25,48,5441
"GO_FIRST","G8-2401","Delhi","Morning","one","Evening","Mumbai","Economy",8,23,5958
"Air_India","AI-669","Mumbai","Morning","one","Afternoon","Kolkata","Economy",26.83,16,7000
"Indigo","6E-711","Mumbai","Afternoon","one","Night","Chennai","Economy",7.58,30,8026
"AirAsia","I5-557","Chennai","Night","zero","Late_Night","Kolkata","Economy",2.42,16,4617
"Vistara","UK-820","Bangalore","Evening","one","Night","Mumbai","Economy",27.75,2,20728
"Air_India","AI-763","Kolkata","Early_Morning","one","Night","Mumbai","Economy",15.17,38,6363
"Vistara","UK-910","Mumbai","Evening","one","Morning","Bangalore","Economy",17.25,46,7135
"Indigo","6E-193","Chennai","Evening","one","Early_Morning","Delhi","Economy",11.58,46,2051
"Indigo","6E-2081","Delhi","Early_Morning","zero","Early_Morning","Mumbai","Economy",2.42,22,2410
"Indigo","6E-269","Chennai","Morning","one","Evening","Kolkata","Economy",9.33,4,12340
"Indigo","6E-913","Hyderabad","Morning","one","Night","Delhi","Economy",11,29,6133
"Air_India","AI-770","Kolkata","Night","one","Evening","Chennai","Economy",22.5,12,13944
"Air_India","AI-430","Chennai","Morning","one","Night","Mumbai","Business",12.25,36,49553
"Air_India","AI-9881","Hyderabad","Afternoon","one","Late_Night","Delhi","Economy",14.42,26,7288
"SpiceJet","SG-8721","Delhi","Early_Morning","one","Night","Kolkata","Economy",14.08,33,4511
"Air_India","AI-669","Mumbai","Morning","one","Afternoon","Bangalore","Business",26.33,29,39547
"Indigo","6E-221","Delhi","Night","one","Late_Night","Bangalore","Economy",5.25,22,3587
"Vistara","UK-996","Mumbai","Evening","one","Night","Chennai","Economy",25.75,43,4607
"Air_India","AI-543","Hyderabad","Morning","one","Night","Mumbai","Economy",10.83,25,4363
"Air_India","AI-770","Kolkata","Night","one","Night","Bangalore","Economy",23.58,19,7053
"Vistara","UK-933","Delhi","Afternoon","one","Night","Bangalore","Economy",7.33,21,4496
"Air_India","AI-544","Delhi","Evening","one","Afternoon","Bangalore","Economy",21.67,5,9840
"Vistara","UK-874","Hyderabad","Morning","one","Afternoon","Delhi","Business",6,41,39555
"Indigo","6E-375","Kolkata","Early_Morning","one","Morning","Bangalore","Economy",4.67,6,14301
"Air_India","AI-539","Chennai","Evening","one","Night","Hyderabad","Business",6.58,9,51345
"Vistara","UK-943","Delhi","Early_Morning","one","Evening","Kolkata","Economy",9.33,10,14880
"Vistara","UK-970","Mumbai","Morning","one","Evening","Bangalore","Economy",8.25,39,7345
"SpiceJet","SG-612","Chennai","Night","one","Afternoon","Delhi","Economy",14.67,21,4048
"Air_India","AI-505","Bangalore","Morning","one","Night","Chennai","Economy",13.17,33,6024
"Air_India","AI-640","Bangalore","Early_Morning","one","Early_Morning","Chennai","Business",24.58,36,43865
"Air_India","AI-538","Chennai","Night","one","Night","Kolkata","Business",26,30,55377
"Vistara","UK-822","Chennai","Morning","one","Night","Hyderabad","Economy",11.17,15,8391
"Vistara","UK-876","Hyderabad","Night","one","Afternoon","Delhi","Business",16.92,31,47507
"Vistara","UK-995","Delhi","Morning","one","Early_Morning","Hyderabad","Business",21.5,30,51697
"Air_India","AI-539","Chennai","Evening","one","Morning","Hyderabad","Business",16,45,63441
"Vistara","UK-852","Bangalore","Morning","one","Evening","Delhi","Economy",7.42,28,4111
"Vistara","UK-850","Bangalore","Evening","one","Morning","Chennai","Economy",12.92,49,4792
"Vistara","UK-822","Chennai","Morning","two_or_more","Night","Hyderabad","Economy",11.17,31,6032
"Air_India","AI-569","Chennai","Early_Morning","one","Night","Delhi","Business",14.92,38,45185
"Indigo","6E-5217","Mumbai","Evening","zero","Evening","Hyderabad","Economy",1.33,13,4263
"SpiceJet","SG-387","Kolkata","Night","one","Night","Mumbai","Economy",26.17,27,6276
"Vistara","UK-822","Chennai","Morning","one","Afternoon","Bangalore","Economy",30.25,17,10572
"Air_India","AI-619","Mumbai","Night","zero","Night","Hyderabad","Business",1.33,23,17548
"Vistara","UK-874","Hyderabad","Morning","zero","Morning","Mumbai","Business",1.5,47,17794
"Air_India","AI-545","Chennai","Evening","one","Morning","Delhi","Business",13.75,47,38554
"Vistara","UK-988","Mumbai","Night","one","Morning","Chennai","Business",13,22,61933
"Vistara","UK-995","Delhi","Morning","one","Night","Bangalore","Economy",10.58,26,4496
"Air_India","AI-676","Kolkata","Morning","zero","Afternoon","Mumbai","Economy",2.75,18,4253
"Indigo","6E-6137","Chennai","Morning","one","Afternoon","Hyderabad","Economy",5.25,44,1966
"Vistara","UK-871","Delhi","Night","one","Evening","Bangalore","Economy",22.92,38,3987
"Vistara","UK-832","Chennai","Early_Morning","one","Afternoon","Mumbai","Economy",7.08,40,4637
"Vistara","UK-812","Bangalore","Morning","one","Night","Mumbai","Business",11.5,14,69244
"Vistara","UK-985","Delhi","Evening","one","Morning","Kolkata","Economy",13.83,33,6578
"Indigo","6E-6467","Hyderabad","Afternoon","one","Night","Delhi","Economy",8.75,15,9073
"Indigo","6E-269","Chennai","Morning","one","Evening","Kolkata","Economy",9.33,33,2359
"Indigo","6E-847","Chennai","Evening","one","Night","Mumbai","Economy",6.75,36,2646
"Indigo","6E-7261","Chennai","Morning","one","Afternoon","Hyderabad","Economy",4,49,1105
"Vistara","UK-944","Mumbai","Afternoon","one","Night","Bangalore","Economy",8,39,6450
"Vistara","UK-774","Kolkata","Night","one","Early_Morning","Bangalore","Economy",11.25,5,10961
"Indigo","6E-573","Delhi","Afternoon","zero","Evening","Mumbai","Economy",2.25,42,3570
"Air_India","AI-763","Kolkata","Early_Morning","one","Evening","Hyderabad","Economy",12.33,24,6062
"Vistara","UK-944","Mumbai","Afternoon","zero","Evening","Delhi","Economy",2.25,39,2339
"Vistara","UK-876","Hyderabad","Night","one","Night","Bangalore","Business",25.25,16,38099
"Indigo","6E-989","Kolkata","Early_Morning","two_or_more","Night","Bangalore","Economy",14.17,43,3860
"AirAsia","I5-1529","Delhi","Morning","one","Night","Mumbai","Economy",11,34,2409
"GO_FIRST","G8-194","Delhi","Night","one","Early_Morning","Mumbai","Economy",11.25,11,5954
"Air_India","AI-430","Chennai","Morning","one","Night","Mumbai","Economy",12.25,44,4357
"Vistara","UK-977","Delhi","Evening","one","Morning","Chennai","Business",13.92,47,60232
"GO_FIRST","G8-334","Delhi","Early_Morning","one","Evening","Bangalore","Economy",8.17,26,4020
"Vistara","UK-836","Chennai","Morning","one","Evening","Kolkata","Economy",8.83,12,11069
"Vistara","UK-977","Delhi","Evening","one","Early_Morning","Bangalore","Business",12.83,33,57017
"Vistara","UK-828","Chennai","Early_Morning","one","Morning","Kolkata","Business",26.67,22,54896
"Vistara","UK-871","Delhi","Night","one","Afternoon","Mumbai","Economy",17.92,4,9840
"GO_FIRST","G8-354","Delhi","Night","zero","Late_Night","Mumbai","Economy",2.17,31,2410
"Vistara","UK-874","Hyderabad","Morning","one","Evening","Kolkata","Business",9.58,22,67141
"Air_India","AI-770","Kolkata","Night","one","Night","Bangalore","Business",23.58,3,62098
"Vistara","UK-963","Delhi","Morning","one","Evening","Bangalore","Economy",8.92,2,12623
"Vistara","UK-659","Hyderabad","Morning","one","Night","Mumbai","Economy",9.08,27,9967
"Vistara","UK-809","Delhi","Evening","zero","Night","Bangalore","Business",2.83,42,32859
"Vistara","UK-801","Delhi","Morning","one","Night","Mumbai","Economy",11.67,46,6296
"Indigo","6E-6021","Kolkata","Afternoon","one","Night","Chennai","Economy",8.17,20,5179
"GO_FIRST","G8-424","Hyderabad","Early_Morning","one","Night","Mumbai","Economy",15.42,10,4452
"Air_India","AI-541","Hyderabad","Evening","one","Morning","Mumbai","Business",16.83,31,45883
"Air_India","AI-763","Kolkata","Early_Morning","one","Night","Hyderabad","Economy",16.58,11,12054
"Vistara","UK-845","Mumbai","Early_Morning","zero","Early_Morning","Bangalore","Business",1.83,28,20684
"Vistara","UK-659","Hyderabad","Morning","one","Morning","Mumbai","Economy",24.5,32,6593
"GO_FIRST","G8-392","Delhi","Afternoon","one","Night","Kolkata","Economy",8.08,48,6395
"Air_India","AI-9547","Bangalore","Evening","one","Late_Night","Delhi","Economy",8.67,42,6072
"SpiceJet","SG-923","Mumbai","Afternoon","one","Night","Kolkata","Economy",6.58,33,6813
"Vistara","UK-738","Kolkata","Evening","two_or_more","Early_Morning","Mumbai","Business",13.17,28,62591
"Air_India","AI-887","Delhi","Early_Morning","one","Night","Kolkata","Business",16.67,39,53209
"Air_India","AI-808","Bangalore","Night","one","Evening","Hyderabad","Business",22.33,34,56476
"Air_India","AI-430","Chennai","Morning","one","Night","Hyderabad","Economy",11.67,36,6090
"Air_India","AI-430","Chennai","Morning","one","Morning","Hyderabad","Economy",24.58,37,4714
"Air_India","AI-441","Delhi","Evening","one","Morning","Chennai","Business",17.08,31,45257
"Air_India","AI-767","Delhi","Afternoon","one","Night","Chennai","Economy",9.17,2,14880
"Vistara","UK-834","Chennai","Evening","one","Early_Morning","Mumbai","Business",14.75,20,61873
"Air_India","AI-544","Delhi","Evening","one","Night","Bangalore","Economy",4.5,6,10208
"GO_FIRST","G8-146","Bangalore","Evening","two_or_more","Early_Morning","Kolkata","Economy",15,29,5177
"Indigo","6E-847","Chennai","Evening","one","Night","Delhi","Economy",6.67,22,4071
"Vistara","UK-808","Bangalore","Early_Morning","one","Evening","Hyderabad","Business",11.92,33,56588
"Air_India","AI-864","Mumbai","Early_Morning","one","Evening","Hyderabad","Economy",12.33,42,4593
"Vistara","UK-850","Bangalore","Evening","one","Late_Night","Delhi","Business",5,40,42521
"Vistara","UK-828","Chennai","Early_Morning","one","Evening","Delhi","Economy",12.75,12,11448
"Air_India","AI-559","Hyderabad","Early_Morning","one","Evening","Kolkata","Economy",11.08,11,13202
"Air_India","AI-541","Hyderabad","Evening","one","Morning","Mumbai","Economy",17.92,14,7774
"Vistara","UK-877","Mumbai","Morning","two_or_more","Evening","Kolkata","Economy",8.83,49,8842
"AirAsia","I5-1569","Mumbai","Night","zero","Night","Bangalore","Economy",1.92,27,2124
"AirAsia","I5-722","Bangalore","Late_Night","zero","Late_Night","Delhi","Economy",2.92,37,4498
"Indigo","6E-982","Hyderabad","Morning","one","Evening","Delhi","Economy",10.5,46,2276
"Indigo","6E-5208","Mumbai","Evening","zero","Evening","Hyderabad","Economy",1.42,18,2901
"Vistara","UK-970","Mumbai","Morning","one","Evening","Kolkata","Business",9.33,42,64285
"AirAsia","I5-744","Delhi","Morning","one","Evening","Bangalore","Economy",11,2,7423
"Vistara","UK-818","Bangalore","Evening","one","Evening","Kolkata","Business",22.42,3,61628
"Indigo","6E-2025","Bangalore","Early_Morning","zero","Early_Morning","Delhi","Economy",2.92,19,4500
"Air_India","AI-9881","Hyderabad","Afternoon","one","Night","Bangalore","Economy",9.25,37,5120
"Vistara","UK-871","Delhi","Night","one","Morning","Bangalore","Economy",12.25,27,3357
"AirAsia","I5-517","Chennai","Morning","two_or_more","Late_Night","Delhi","Economy",16,44,2477
"Indigo","6E-6616","Kolkata","Afternoon","one","Evening","Delhi","Economy",6.42,22,6489
"Vistara","UK-954","Mumbai","Early_Morning","one","Evening","Bangalore","Business",12.83,19,54608
"Air_India","AI-773","Kolkata","Evening","one","Morning","Chennai","Economy",15.67,43,7763
"Vistara","UK-836","Chennai","Morning","one","Evening","Hyderabad","Economy",9.17,14,11247
"Vistara","UK-874","Hyderabad","Morning","one","Evening","Delhi","Business",8.42,30,51875
"AirAsia","I5-1543","Hyderabad","Afternoon","one","Late_Night","Kolkata","Economy",11.25,48,2056
"Vistara","UK-941","Delhi","Evening","one","Early_Morning","Hyderabad","Business",15.08,13,47217
"Vistara","UK-637","Delhi","Evening","one","Morning","Mumbai","Business",18.33,39,36577
"Vistara","UK-817","Delhi","Evening","one","Morning","Hyderabad","Economy",17,20,5761
"Indigo","6E-221","Delhi","Night","one","Late_Night","Bangalore","Economy",5.25,25,3354
"Air_India","AI-776","Kolkata","Morning","one","Night","Bangalore","Economy",13.08,45,4274
"AirAsia","I5-2473","Kolkata","Morning","one","Evening","Chennai","Economy",7.58,27,3961
"SpiceJet","SG-8721","Delhi","Early_Morning","one","Night","Bangalore","Economy",13.92,4,7425
"Vistara","UK-838","Chennai","Night","one","Morning","Mumbai","Economy",12.67,28,5037
"Vistara","UK-708","Kolkata","Night","zero","Night","Delhi","Business",2.33,38,38590
"Indigo","6E-847","Chennai","Evening","one","Night","Delhi","Economy",6.67,10,7877
"Vistara","UK-996","Mumbai","Evening","one","Morning","Chennai","Economy",15.42,43,4258
"Indigo","6E-886","Bangalore","Morning","one","Evening","Delhi","Economy",6.75,5,10061
"GO_FIRST","G8-7541","Delhi","Early_Morning","one","Afternoon","Mumbai","Economy",6.08,22,5584
"Vistara","UK-841","Mumbai","Morning","two_or_more","Night","Hyderabad","Economy",11.5,2,23393
"AirAsia","I5-747","Delhi","Evening","zero","Night","Bangalore","Economy",2.75,17,4709
"AirAsia","I5-820","Bangalore","Afternoon","one","Late_Night","Delhi","Economy",9.33,43,3467
"Indigo","6E-6051","Mumbai","Evening","one","Night","Bangalore","Economy",3.75,38,5649
"Vistara","UK-874","Hyderabad","Morning","one","Early_Morning","Bangalore","Economy",23.33,42,5441
"Vistara","UK-845","Mumbai","Early_Morning","zero","Early_Morning","Bangalore","Economy",1.83,44,2074
"Air_India","AI-804","Bangalore","Early_Morning","one","Afternoon","Mumbai","Economy",6.67,7,9277
"Air_India","AI-442","Mumbai","Afternoon","one","Night","Chennai","Economy",8,41,4417
"Vistara","UK-910","Mumbai","Evening","one","Morning","Chennai","Economy",16.33,14,14074
"AirAsia","I5-721","Delhi","Night","one","Morning","Hyderabad","Economy",12,33,2050
"GO_FIRST","G8-515","Hyderabad","Morning","one","Afternoon","Bangalore","Economy",5.92,26,4452
"Air_India","AI-672","Chennai","Afternoon","one","Night","Delhi","Business",6.33,10,45185
"Vistara","UK-774","Kolkata","Night","one","Afternoon","Delhi","Economy",17.5,15,9920
"AirAsia","I5-339","Bangalore","Night","one","Morning","Delhi","Economy",10.75,19,2723
"Air_India","AI-805","Delhi","Evening","one","Early_Morning","Bangalore","Economy",11.92,49,4230
"Air_India","AI-610","Bangalore","Evening","one","Morning","Delhi","Economy",15.58,10,10744
"Indigo","6E-7224","Hyderabad","Evening","zero","Evening","Bangalore","Economy",1.83,9,6868
"Air_India","AI-543","Hyderabad","Morning","one","Evening","Bangalore","Business",6.5,49,56590
"Vistara","UK-866","Bangalore","Night","one","Morning","Delhi","Economy",10.42,43,4111
"Air_India","AI-770","Kolkata","Night","one","Evening","Bangalore","Economy",23.33,21,7725
"Air_India","AI-440","Chennai","Early_Morning","one","Night","Mumbai","Economy",15.42,5,10643
"Vistara","UK-708","Kolkata","Night","one","Early_Morning","Mumbai","Business",11.5,11,62591
"Air_India","AI-888","Mumbai","Evening","one","Afternoon","Kolkata","Business",19.5,17,49725
"Air_India","AI-501","Bangalore","Afternoon","zero","Afternoon","Delhi","Economy",2.58,1,7489
"Vistara","UK-950","Mumbai","Night","one","Morning","Kolkata","Business",10.67,10,63725
"Vistara","UK-816","Bangalore","Morning","one","Night","Kolkata","Economy",11.25,38,8322
"Vistara","UK-838","Chennai","Night","one","Morning","Bangalore","Economy",14.75,23,6339
"Vistara","UK-994","Mumbai","Morning","one","Night","Bangalore","Business",12.92,18,66928
"Vistara","UK-943","Delhi","Early_Morning","one","Evening","Bangalore","Economy",10.25,33,4896
"Air_India","AI-604","Bangalore","Morning","one","Morning","Kolkata","Economy",24.25,48,4665
"AirAsia","I5-775","Delhi","Afternoon","one","Night","Hyderabad","Economy",9.25,47,2050
"Vistara","UK-928","Mumbai","Early_Morning","one","Evening","Kolkata","Business",11.58,44,57565
"AirAsia","I5-1228","Bangalore","Early_Morning","zero","Morning","Chennai","Economy",1,6,3919
"Indigo","6E-5013","Mumbai","Early_Morning","one","Afternoon","Kolkata","Economy",7.17,11,11714
"GO_FIRST","G8-283","Bangalore","Early_Morning","one","Afternoon","Delhi","Economy",9.92,43,3466
"Air_India","AI-698","Hyderabad","Night","one","Early_Morning","Chennai","Business",9.42,46,40843
