Gender,Ages,Customer_Type,Class,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,132,143
Male,"[50, 60)",L,Business,6,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,57,48
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,23,26
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,48,41
Male,"[50, 60)",L,Business,21,19
Female,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,47,42
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,9
Female,"[50, 60)",L,Business,5,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,10,11
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,329,395
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,5
Male,"[50, 60)",L,Business,7,8
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,6
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,55,47
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,2,19
Female,"[50, 60)",L,Eco,179,168
Female,"[50, 60)",L,Business,59,60
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,13,21
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,2,0
Female,"[50, 60)",L,Business,0,2
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,11,0
Female,"[50, 60)",L,Business,2,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,1
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,19
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,4
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,36,53
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,9,0
Male,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,39,31
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,18,0
Male,"[50, 60)",L,Business,29,13
Female,"[50, 60)",L,Business,1,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,6,0
Female,"[50, 60)",L,Business,2,0
Female,"[50, 60)",L,Business,0,33
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Eco,29,24
Male,"[50, 60)",L,Business,16,6
Female,"[50, 60)",L,Business,21,33
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,2,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,35,23
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,4
Male,"[50, 60)",L,Business,0,1
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,10,6
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,35,36
Female,"[50, 60)",L,Business,0,12
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,3,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,8,9
Male,"[50, 60)",L,Eco,95,158
Female,"[50, 60)",L,Business,0,14
Male,"[50, 60)",L,Business,15,25
Male,"[50, 60)",L,Eco,6,9
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,12,35
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,71
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,15,8
Female,"[50, 60)",L,Business,277,275
Male,"[50, 60)",L,Business,6,4
Male,"[50, 60)",L,Business,0,6
Male,"[50, 60)",L,Business,66,57
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,2,0
Female,"[50, 60)",L,Business,2,1
Female,"[50, 60)",L,Business,81,71
Female,"[50, 60)",L,Business,1,9
Female,"[50, 60)",L,Business,3,0
Male,"[50, 60)",L,Business,43,19
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,8
Male,"[50, 60)",L,Business,104,91
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,29,34
Female,"[50, 60)",L,Business,2,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,12,0
Male,"[50, 60)",L,Business,0,10
Female,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,3,0
Female,"[50, 60)",L,Business,8,0
Female,"[50, 60)",L,Business,45,17
Male,"[50, 60)",NL,Eco,0,0
Female,"[50, 60)",L,Business,19,14
Female,"[50, 60)",L,Business,48,49
Male,"[50, 60)",L,Business,3,4
Male,"[50, 60)",L,Business,27,11
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,60,54
Female,"[50, 60)",L,Business,8,38
Female,"[50, 60)",L,Business,65,48
Female,"[50, 60)",L,Business,0,10
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,3,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,6,0
Male,"[50, 60)",L,Business,14,2
Male,"[50, 60)",L,Business,30,79
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,4,2
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,55,54
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,35
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,123,164
Female,"[50, 60)",L,Business,0,3
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,21
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,29,22
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,9
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,13
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,37,30
Female,"[50, 60)",L,Eco,11,14
Male,"[50, 60)",L,Business,1,8
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,44,43
Female,"[50, 60)",L,Business,54,35
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,2,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,19,13
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,5,8
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,105,102
Female,"[50, 60)",L,Business,0,4
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,1,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,25,29
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,4
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,26,7
Male,"[50, 60)",L,Business,0,4
Female,"[50, 60)",L,Business,3,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,73,65
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,108,80
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,5
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,4,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,47,38
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,18
Male,"[50, 60)",L,Business,0,5
Male,"[50, 60)",L,Eco,3,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,12,0
Male,"[50, 60)",L,Eco,72,74
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,5
Male,"[50, 60)",L,Business,64,57
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,62,43
Female,"[50, 60)",NL,Eco,91,81
Female,"[50, 60)",L,Eco,0,11
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,186,180
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,1
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,72,52
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,44,26
Male,"[50, 60)",L,Business,0,5
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,1
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,5,0
Female,"[50, 60)",L,Business,31,38
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,10
Female,"[50, 60)",L,Business,46,64
Female,"[50, 60)",L,Eco,52,46
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,17
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,14,4
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,16,10
Female,"[50, 60)",L,Business,63,93
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,24,2
Male,"[50, 60)",L,Business,5,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,10,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,8
Female,"[50, 60)",L,Business,0,2
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,65,71
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,13,11
Male,"[50, 60)",L,Business,168,156
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,63,61
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,25,25
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,62,46
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,5,4
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,3
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,16,19
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,5,5
Female,"[50, 60)",L,Business,6,0
Female,"[50, 60)",L,Business,5,0
Male,"[50, 60)",L,Business,17,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,18,0
Female,"[50, 60)",L,Business,55,55
Male,"[50, 60)",L,Eco,17,11
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,16,4
Male,"[50, 60)",L,Business,7,1
Female,"[50, 60)",L,Business,14,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,15,10
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,11,16
Female,"[50, 60)",L,Business,0,5
Female,"[50, 60)",L,Business,26,22
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,4
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,3,0
Male,"[50, 60)",L,Business,1,19
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,7,15
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,1,0
Female,"[50, 60)",L,Business,28,19
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,1,38
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,2,0
Male,"[50, 60)",L,Business,28,11
Male,"[50, 60)",L,Business,0,12
Male,"[50, 60)",L,Business,8,10
Male,"[50, 60)",L,Business,1,3
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,24
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,126,116
Female,"[50, 60)",L,Eco,20,25
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,4,0
Female,"[50, 60)",L,Business,10,0
Female,"[50, 60)",L,Eco,2,1
Male,"[50, 60)",L,Business,125,124
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,36,36
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,16,20
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,1
Male,"[50, 60)",L,Business,69,78
Male,"[50, 60)",L,Business,76,79
Female,"[50, 60)",L,Business,10,5
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,1,6
Male,"[50, 60)",NL,Eco,0,5
Female,"[50, 60)",NL,Eco,4,1
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,7,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,35,34
Female,"[50, 60)",L,Business,0,5
Female,"[50, 60)",L,Business,51,29
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,28,27
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,7
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,64,63
Male,"[50, 60)",L,Business,3,4
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,63,58
Male,"[50, 60)",L,Business,4,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,4,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,63,51
Female,"[50, 60)",NL,Business,34,38
Female,"[50, 60)",NL,Business,20,2
Female,"[50, 60)",L,Business,27,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,2,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,24
Male,"[50, 60)",L,Business,55,49
Female,"[50, 60)",L,Business,11,1
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,14
Male,"[50, 60)",L,Business,0,6
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,1,8
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,5,4
Male,"[50, 60)",L,Business,4,7
Male,"[50, 60)",L,Eco,6,5
Female,"[50, 60)",L,Business,9,1
Male,"[50, 60)",L,Business,205,191
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,4,0
Female,"[50, 60)",L,Business,43,37
Male,"[50, 60)",L,Business,6,24
Male,"[50, 60)",L,Business,6,0
Male,"[50, 60)",L,Eco,0,20
Male,"[50, 60)",L,Business,1,3
Male,"[50, 60)",L,Business,159,149
Male,"[50, 60)",L,Eco,5,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,21,42
Male,"[50, 60)",L,Business,1,1
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,11
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,6,0
Male,"[50, 60)",L,Business,82,72
Male,"[50, 60)",L,Business,8,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,147,139
Male,"[50, 60)",L,Business,77,83
Female,"[50, 60)",L,Business,4,39
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,4,0
Female,"[50, 60)",L,Business,114,78
Female,"[50, 60)",L,Business,3,0
Female,"[50, 60)",L,Business,16,30
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,15,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,4,0
Female,"[50, 60)",L,Business,0,21
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,19,33
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,32,23
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,16
Male,"[50, 60)",L,Business,173,153
Female,"[50, 60)",L,Business,0,8
Male,"[50, 60)",L,Business,8,1
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,3,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,9,0
Female,"[50, 60)",L,Business,63,50
Male,"[50, 60)",L,Business,4,2
Male,"[50, 60)",L,Business,5,1
Male,"[50, 60)",L,Business,0,7
Female,"[50, 60)",L,Business,80,69
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,1,0
Male,"[50, 60)",L,Business,17,10
Female,"[50, 60)",L,Business,158,243
Male,"[50, 60)",L,Business,12,14
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,1,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,4
Female,"[50, 60)",L,Business,29,25
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,5,16
Female,"[50, 60)",L,Business,44,55
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",NL,Eco,151,136
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,47
Male,"[50, 60)",L,Business,0,1
Male,"[50, 60)",L,Business,4,2
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,9,9
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,3,0
Male,"[50, 60)",L,Eco,61,47
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,1,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,3,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,3,10
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,2
Male,"[50, 60)",L,Business,15,14
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,7,8
Female,"[50, 60)",L,Eco,0,0
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,15,6
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,1
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,25,9
Female,"[50, 60)",L,Business,0,1
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Eco,0,0
Male,"[50, 60)",L,Business,0,6
Female,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Male,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,0,0
Female,"[50, 60)",L,Business,75,82
Female,"[50, 60)",L,Business,0,1
