자전거ID,대여일시,대여소번호,대여소명,이용시간,이용거리
SPB-82373,2022-06-01 15:24,420,서울시 공공자전거 상암센터,114,4846.7
SPB-59861,2022-06-01 15:24,383,신당역 12번 출구 뒤,7,800
SPB-53463,2022-06-01 15:24,308,광화문 S타워 앞,11,2090
SPB-33767,2022-06-01 15:25,458,광화문역 5번출구,17,1460.77
SPB-31604,2022-06-01 15:25,919,서울혁신파크,37,4707.43
SPB-54811,2022-06-01 15:25,334,종로3가역 2번출구 뒤,21,2570
SPB-63315,2022-06-01 15:26,370,시청역(2호선) 9번출구 뒤,64,3510
SPB-52794,2022-06-01 15:26,310,청계광장 옆,16,1560.87
SPB-42695,2022-06-01 15:26,458,광화문역 5번출구,26,2746.52
SPB-33011,2022-06-01 15:26,199,서울 월드컵 경기장,37,3111.01
SPB-60006,2022-06-01 15:26,302,경복궁역 4번출구 뒤,35,3440
SPB-63029,2022-06-01 15:26,302,경복궁역 4번출구 뒤,35,3400
SPB-54050,2022-06-01 15:27,370,시청역(2호선) 9번출구 뒤,63,3430
SPB-53232,2022-06-01 15:27,420,서울시 공공자전거 상암센터,81,4928.4
SPB-80852,2022-06-01 15:27,117,홍은사거리,65,6290
SPB-49454,2022-06-01 15:28,327,낙원상가 옆,28,970
SPB-46453,2022-06-01 15:28,337,창경궁 입구,22,2060
SPB-49523,2022-06-01 15:28,383,신당역 12번 출구 뒤,40,690
SPB-51361,2022-06-01 15:28,445,대한상공회의소,8,1160
SPB-38827,2022-06-01 15:28,490,가온문화공원,103,10395.71
SPB-51286,2022-06-01 15:28,199,서울 월드컵 경기장,37,2920.85
SPB-40850,2022-06-01 15:29,362,청계8가 사거리,8,1338.02
SPB-56211,2022-06-01 15:29,342,대학로 마로니에공원,16,1980
SPB-53419,2022-06-01 15:29,309,광화문역 6번출구 옆,51,5910
SPB-56948,2022-06-01 15:29,931,역촌파출소,15,4820
SPB-40750,2022-06-01 15:29,931,역촌파출소,15,4085.76
SPB-54278,2022-06-01 15:30,354,포르투갈 대사관 앞,17,1628.16
SPB-40933,2022-06-01 15:30,400,상암한화오벨리스크 1차 앞,23,2091.53
SPB-56088,2022-06-01 15:30,490,가온문화공원,101,10070
SPB-81586,2022-06-01 15:30,117,홍은사거리,62,6250
SPB-49065,2022-06-01 15:30,329,청계2가 사거리 옆,67,3490
SPB-44047,2022-06-01 15:30,361,동묘앞역 1번출구 뒤,13,1445.4
SPB-39796,2022-06-01 15:30,361,동묘앞역 1번출구 뒤,13,1546.42
SPB-41798,2022-06-01 15:30,111,상수역 2번출구 앞,57,1295.93
SPB-37868,2022-06-01 15:31,368,SK 서린빌딩 앞,20,2380.11
SPB-58031,2022-06-01 15:31,413,상암월드컵파크 3단지 후문,44,2520
SPB-31791,2022-06-01 15:31,495,염리초등학교 앞,62,548.31
SPB-46705,2022-06-01 15:32,345,서울보증보험본사 앞,4,430
SPB-48481,2022-06-01 15:32,345,서울보증보험본사 앞,3,450
SPB-33162,2022-06-01 15:32,474,동대문역사문화공원역 1번출구 뒤편,14,1487.39
SPB-60110,2022-06-01 15:32,393,동대문역 8번 출구,43,2360
SPB-61538,2022-06-01 15:32,472,삼일교(시그니쳐 타워),66,4200
SPB-51948,2022-06-01 15:32,130,신촌역(2호선) 7번출구 앞,13,1933.77
SPB-43692,2022-06-01 15:33,328,탑골공원 앞,35,1502.77
SPB-37894,2022-06-01 15:33,339,종로4가 사거리,17,1531.33
SPB-59977,2022-06-01 15:33,130,신촌역(2호선) 7번출구 앞,13,2000
SPB-58292,2022-06-01 15:34,381,장충체육관,4,800.9
SPB-55300,2022-06-01 15:34,303,광화문역 1번출구 앞,31,4060
SPB-61323,2022-06-01 15:34,320,을지로입구역 4번출구 앞,6,723.94
SPB-36250,2022-06-01 15:34,320,을지로입구역 4번출구 앞,6,628.69
SPB-51067,2022-06-01 15:34,455,종로6가역 버스정류장(동대문 방향),18,1530
SPB-35267,2022-06-01 15:34,393,동대문역 8번 출구,17,2960.79
SPB-42329,2022-06-01 15:35,369,광화문 시민열린마당,4,548.15
SPB-48098,2022-06-01 15:35,314,국립현대미술관,21,2090
SPB-48796,2022-06-01 15:35,302,경복궁역 4번출구 뒤,12,1230
SPB-46164,2022-06-01 15:35,407,마포구 육아종합지원센터,9,1110
SPB-36306,2022-06-01 15:35,420,서울시 공공자전거 상암센터,62,2175.74
SPB-54543,2022-06-01 15:35,455,종로6가역 버스정류장(동대문 방향),19,1456.2
SPB-51053,2022-06-01 15:35,167,연가초등학교 옆,39,8408.75
SPB-51988,2022-06-01 15:35,455,종로6가역 버스정류장(동대문 방향),27,2181.89
SPB-35315,2022-06-01 15:35,455,종로6가역 버스정류장(동대문 방향),28,2505.95
SPB-57527,2022-06-01 15:35,113,홍대입구역 2번출구 앞,7,950
SPB-61487,2022-06-01 15:36,641,용두역 4번출구,40,6650
SPB-34188,2022-06-01 15:36,641,용두역 4번출구,40,5547.63
SPB-52284,2022-06-01 15:36,302,경복궁역 4번출구 뒤,12,1249.3
SPB-81346,2022-06-01 15:36,659,제기역1번출구,10,1160
SPB-41837,2022-06-01 15:36,488,푸르메병원,3,371.87
SPB-56266,2022-06-01 15:36,488,푸르메병원,3,470.1
SPB-49143,2022-06-01 15:36,489,구룡근린공원,44,1520
SPB-35377,2022-06-01 15:37,354,포르투갈 대사관 앞,11,88.13
SPB-63260,2022-06-01 15:37,385,종각역 5번출구,66,880
SPB-58123,2022-06-01 15:37,314,국립현대미술관,18,2140
SPB-51408,2022-06-01 15:37,113,홍대입구역 2번출구 앞,88,2710
SPB-49418,2022-06-01 15:37,314,국립현대미술관,29,3170
SPB-61925,2022-06-01 15:37,314,국립현대미술관,29,3190
SPB-48114,2022-06-01 15:38,320,을지로입구역 4번출구 앞,32,1790
SPB-35859,2022-06-01 15:38,320,을지로입구역 4번출구 앞,32,1540.03
SPB-50957,2022-06-01 15:38,422,문화비축기지,113,1669.64
SPB-39469,2022-06-01 15:38,422,문화비축기지,114,1913.21
SPB-40648,2022-06-01 15:38,113,홍대입구역 2번출구 앞,87,2258.75
SPB-60706,2022-06-01 15:39,475,DDP 패션몰,5,470
SPB-63229,2022-06-01 15:39,362,청계8가 사거리,9,1210
SPB-53801,2022-06-01 15:39,344,성균관대 E하우스 앞,28,3480
SPB-36028,2022-06-01 15:40,450,효자동 삼거리,4,923.2
SPB-48481,2022-06-01 15:40,356,KT혜화지사 앞,29,1550
SPB-53303,2022-06-01 15:40,400,상암한화오벨리스크 1차 앞,8,1720.26
SPB-60190,2022-06-01 15:40,414,상암동주민센터 옆,13,1700
SPB-57617,2022-06-01 15:40,112,극동방송국 앞,32,4020
SPB-41122,2022-06-01 15:40,346,맥스타일 앞,5,879.1
SPB-32114,2022-06-01 15:40,258,신길역3번출구,83,9533.65
SPB-59364,2022-06-01 15:40,258,신길역3번출구,83,10986.07
SPB-49123,2022-06-01 15:40,419,홈플러스 앞,7,810
SPB-42386,2022-06-01 15:41,465,삼청공원 앞,10,1865.18
SPB-82075,2022-06-01 15:41,344,성균관대 E하우스 앞,18,2980
SPB-80309,2022-06-01 15:41,613,신설동역 10번출구 앞,3,180
SPB-80041,2022-06-01 15:41,457,종로꽃시장 입구 옆,11,1267.71
SPB-56658,2022-06-01 15:41,412,DMC산학협력연구센터 앞,42,8910
SPB-51257,2022-06-01 15:41,102,망원역 1번출구 앞,22,2140
SPB-57538,2022-06-01 15:42,383,신당역 12번 출구 뒤,12,1410
SPB-47933,2022-06-01 15:42,112,극동방송국 앞,35,3630
SPB-53411,2022-06-01 15:43,339,종로4가 사거리,9,1722.15
SPB-35583,2022-06-01 15:43,367,독립문역 3-1번출구,7,997.35
SPB-56479,2022-06-01 15:43,415,DMC역 9번출구 앞,10,1780
SPB-46119,2022-06-01 15:43,147,마포역 4번출구 뒤,4,490
SPB-44955,2022-06-01 15:43,147,마포역 4번출구 뒤,7,506.21
SPB-58422,2022-06-01 15:43,176,명지대학교 도서관,93,10711.19
SPB-43429,2022-06-01 15:44,356,KT혜화지사 앞,25,1924.48
SPB-57391,2022-06-01 15:44,464,삼청동 골목,32,2350
SPB-62157,2022-06-01 15:44,464,삼청동 골목,32,2340
SPB-58682,2022-06-01 15:44,477,앰배서더 호텔 주변,5,290
SPB-43812,2022-06-01 15:44,338,세운스퀘어 앞,24,1299.38
SPB-45305,2022-06-01 15:44,102,망원역 1번출구 앞,18,2126.73
SPB-37572,2022-06-01 15:45,320,을지로입구역 4번출구 앞,14,1647.49
SPB-40832,2022-06-01 15:45,320,을지로입구역 4번출구 앞,14,1510.91
SPB-43419,2022-06-01 15:45,411,DMC홍보관,13,1696.25
SPB-58038,2022-06-01 15:45,402,상암월드컵파크 9단지 앞,41,1610
SPB-40750,2022-06-01 15:45,418,월드컵경기장역 3번출구 옆,20,3089.05
SPB-54234,2022-06-01 15:45,519,양지사거리,7,1170
SPB-59253,2022-06-01 15:45,646,장한평역 1번출구,52,6540
SPB-54742,2022-06-01 15:45,417,DMC역 2번출구 옆,52,1777.49
SPB-54075,2022-06-01 15:46,308,광화문 S타워 앞,35,1053.84
SPB-82727,2022-06-01 15:46,672,대광고등학교,13,3350
SPB-54987,2022-06-01 15:46,363,신설동역 11번출구 뒤,74,2750
SPB-51720,2022-06-01 15:46,533,우리은행 금호동 지점 앞,14,1930
SPB-43743,2022-06-01 15:46,413,상암월드컵파크 3단지 후문,55,3009.8
SPB-57982,2022-06-01 15:46,205,산업은행 앞,28,3570
SPB-51148,2022-06-01 15:47,309,광화문역 6번출구 옆,32,2440
SPB-31432,2022-06-01 15:47,344,성균관대 E하우스 앞,49,1649.64
SPB-54649,2022-06-01 15:48,461,서울지방경찰청,76,3420
SPB-60562,2022-06-01 15:48,354,포르투갈 대사관 앞,8,3970
SPB-55328,2022-06-01 15:48,398,을지로3가역 3번출구,20,2280
SPB-51751,2022-06-01 15:48,390,충무로역 1번출구,12,1750.81
SPB-48051,2022-06-01 15:48,488,푸르메병원,8,1570
SPB-46506,2022-06-01 15:48,420,서울시 공공자전거 상암센터,17,1820
SPB-82837,2022-06-01 15:48,420,서울시 공공자전거 상암센터,18,2220
SPB-83203,2022-06-01 15:48,326,안국역 5번출구 앞,14,1584.14
SPB-49227,2022-06-01 15:48,398,을지로3가역 3번출구,16,1573.28
SPB-81524,2022-06-01 15:48,475,DDP 패션몰,21,940
SPB-56237,2022-06-01 15:48,374,청구역 2번출구 앞,5,760
SPB-54179,2022-06-01 15:49,353,재동초교 앞 삼거리,93,4706.78
SPB-56136,2022-06-01 15:49,326,안국역 5번출구 앞,14,1590
SPB-54859,2022-06-01 15:49,398,을지로3가역 3번출구,16,1480
SPB-59554,2022-06-01 15:50,390,충무로역 1번출구,26,3440
SPB-40081,2022-06-01 15:50,370,시청역(2호선) 9번출구 뒤,17,1759.91
SPB-41312,2022-06-01 15:50,390,충무로역 1번출구,5,660.95
SPB-46278,2022-06-01 15:50,907,CJ 드림시티,29,3580
SPB-39443,2022-06-01 15:50,439,마포어린이공원,5,460.17
SPB-31304,2022-06-01 15:50,303,광화문역 1번출구 앞,191,2081.24
SPB-58274,2022-06-01 15:50,418,월드컵경기장역 3번출구 옆,24,3106.43
SPB-36543,2022-06-01 15:50,418,월드컵경기장역 3번출구 옆,24,3296.27
SPB-63120,2022-06-01 15:51,393,동대문역 8번 출구,68,3630
SPB-56866,2022-06-01 15:51,345,서울보증보험본사 앞,9,1370
SPB-41386,2022-06-01 15:51,612,시립동부병원 앞 사거리,10,790.93
SPB-30445,2022-06-01 15:51,453,종로오가 지하쇼핑센터 14번출구,48,2451.36
SPB-32053,2022-06-01 15:51,374,청구역 2번출구 앞,12,1735.84
SPB-58410,2022-06-01 15:51,321,KEB 하나금융그룹 명동사옥 옆,20,2410
SPB-31877,2022-06-01 15:51,133,해담는다리,6,1294.09
SPB-38982,2022-06-01 15:52,383,신당역 12번 출구 뒤,60,6216.83
SPB-82012,2022-06-01 15:52,349,사직동주민센터,3,0
SPB-31294,2022-06-01 15:52,488,푸르메병원,1,350.26
SPB-46439,2022-06-01 15:52,420,서울시 공공자전거 상암센터,65,5570
SPB-50716,2022-06-01 15:52,439,마포어린이공원,71,8982.19
SPB-38177,2022-06-01 15:53,342,대학로 마로니에공원,2,0
SPB-80874,2022-06-01 15:53,413,상암월드컵파크 3단지 후문,48,3720
SPB-54272,2022-06-01 15:54,450,효자동 삼거리,18,1320
SPB-55926,2022-06-01 15:54,303,광화문역 1번출구 앞,119,1927.04
SPB-44423,2022-06-01 15:54,362,청계8가 사거리,25,3433.06
SPB-82046,2022-06-01 15:54,362,청계8가 사거리,25,4080
SPB-37175,2022-06-01 15:54,633,청량리 기업은행 앞,21,2726.04
SPB-81960,2022-06-01 15:54,413,상암월드컵파크 3단지 후문,4,90
SPB-54589,2022-06-01 15:54,418,월드컵경기장역 3번출구 옆,35,1080
SPB-56796,2022-06-01 15:54,186,월드컵공원,68,18120
SPB-35010,2022-06-01 15:55,468,웨스틴 조선호텔,41,2480.15
SPB-42512,2022-06-01 15:55,314,국립현대미술관,12,1848.85
SPB-35267,2022-06-01 15:55,458,광화문역 5번출구,20,3054.02
SPB-51183,2022-06-01 15:55,489,구룡근린공원,9,894.34
SPB-46705,2022-06-01 15:56,355,서울사대부속초교 앞,2,460
SPB-58621,2022-06-01 15:56,371,동대입구역 6번출구 뒤,63,300
SPB-34578,2022-06-01 15:56,367,독립문역 3-1번출구,22,3178.9
SPB-45616,2022-06-01 15:56,184,7번가피자 서교망원점,46,6140
SPB-55716,2022-06-01 15:56,866,브라운스톤 남산아파트,15,1930
SPB-47699,2022-06-01 15:56,391,시립미술관,19,2110
SPB-51583,2022-06-01 15:56,411,DMC홍보관,5,523.7
SPB-41722,2022-06-01 15:57,314,국립현대미술관,11,1664.13
SPB-39522,2022-06-01 15:57,433,을지로입구역 2번출구,21,2334.39
SPB-39029,2022-06-01 15:57,390,충무로역 1번출구,8,793.65
SPB-41242,2022-06-01 15:57,367,독립문역 3-1번출구,19,2870.79
SPB-56266,2022-06-01 15:57,488,푸르메병원,113,6161.76
SPB-33162,2022-06-01 15:57,361,동묘앞역 1번출구 뒤,51,10793.53
SPB-62291,2022-06-01 15:57,140,이화여대 후문,24,2599.68
SPB-58199,2022-06-01 15:58,568,청계8가사거리 부근,44,4210
SPB-46829,2022-06-01 15:58,394,경희궁 자이 3단지,8,670
SPB-58748,2022-06-01 15:58,561,서울숲역 2번출구 앞,39,5870
SPB-33509,2022-06-01 15:59,613,신설동역 10번출구 앞,12,835.59
SPB-61902,2022-06-01 15:59,807,서울역 12번 출구 앞,6,580
SPB-59412,2022-06-01 15:59,148,용강동 주민센터 앞,120,10040
SPB-52180,2022-06-01 15:59,492,성산시영아파트 후문,28,1210.09
SPB-49019,2022-06-01 16:00,461,서울지방경찰청,9,1490
SPB-31002,2022-06-01 16:00,474,동대문역사문화공원역 1번출구 뒤편,10,1054.38
SPB-61118,2022-06-01 16:00,481,신당역 10번 출구,13,1120
SPB-81960,2022-06-01 16:01,413,상암월드컵파크 3단지 후문,40,3330
SPB-39147,2022-06-01 16:01,829,베르가모앞,26,3781.21
SPB-31799,2022-06-01 16:02,339,종로4가 사거리,36,3298.75
SPB-44200,2022-06-01 16:02,339,종로4가 사거리,36,3184.09
SPB-59019,2022-06-01 16:02,338,세운스퀘어 앞,34,2690
SPB-82730,2022-06-01 16:02,613,신설동역 10번출구 앞,3,140
SPB-47712,2022-06-01 16:02,342,대학로 마로니에공원,64,3120
SPB-84322,2022-06-01 16:02,829,베르가모앞,25,4670
SPB-46634,2022-06-01 16:02,488,푸르메병원,119,800
SPB-51990,2022-06-01 16:03,343,예일빌딩(율곡로) 앞,32,3500
SPB-56211,2022-06-01 16:03,361,동묘앞역 1번출구 뒤,27,3250
SPB-62980,2022-06-01 16:03,403,부엉이공원 앞,27,3140
SPB-35825,2022-06-01 16:03,170,DMC파크뷰자이아파트 302동 앞,63,4154.33
SPB-40713,2022-06-01 16:03,398,을지로3가역 3번출구,14,1573.73
SPB-47230,2022-06-01 16:03,398,을지로3가역 3번출구,14,1494
SPB-61924,2022-06-01 16:04,461,서울지방경찰청,18,2330
SPB-44047,2022-06-01 16:04,474,동대문역사문화공원역 1번출구 뒤편,3,350.41
SPB-39796,2022-06-01 16:04,474,동대문역사문화공원역 1번출구 뒤편,3,253.08
SPB-32260,2022-06-01 16:04,677,청량리역 4번 5번출구 사이,21,2321.29
SPB-31871,2022-06-01 16:04,338,세운스퀘어 앞,5,814.15
SPB-41669,2022-06-01 16:04,170,DMC파크뷰자이아파트 302동 앞,62,2085.46
SPB-36496,2022-06-01 16:04,147,마포역 4번출구 뒤,19,1876.17
SPB-61960,2022-06-01 16:05,589,성수역3번출구,57,9950
SPB-55660,2022-06-01 16:05,474,동대문역사문화공원역 1번출구 뒤편,8,1026.94
SPB-60082,2022-06-01 16:05,199,서울 월드컵 경기장,17,2880
SPB-84189,2022-06-01 16:05,362,청계8가 사거리,3,520
SPB-38642,2022-06-01 16:05,140,이화여대 후문,45,4166.19
SPB-57201,2022-06-01 16:05,592,건국대학교 학생회관,4,650
SPB-54798,2022-06-01 16:06,147,마포역 4번출구 뒤,4,490
SPB-37573,2022-06-01 16:06,417,DMC역 2번출구 옆,87,16687.61
SPB-40059,2022-06-01 16:07,476,광희문,18,1504.76
SPB-58966,2022-06-01 16:07,344,성균관대 E하우스 앞,20,3130
SPB-30390,2022-06-01 16:07,965,서울특별시 은평병원,22,4135.4
SPB-41070,2022-06-01 16:07,907,CJ 드림시티,81,5520.28
SPB-40185,2022-06-01 16:07,417,DMC역 2번출구 옆,86,7854.96
SPB-51778,2022-06-01 16:08,362,청계8가 사거리,39,2030
SPB-58550,2022-06-01 16:08,409,누리꿈스퀘어 옆,8,1400
SPB-31265,2022-06-01 16:08,433,을지로입구역 2번출구,16,1433.63
SPB-47770,2022-06-01 16:08,540,군자역 7번출구 베스트샵 앞,6,1010
SPB-35583,2022-06-01 16:09,394,경희궁 자이 3단지,29,5254.39
SPB-46705,2022-06-01 16:09,344,성균관대 E하우스 앞,18,2450
SPB-57212,2022-06-01 16:09,419,홈플러스 앞,119,2820
SPB-58292,2022-06-01 16:09,347,동대문역사문화공원역 9번출구 앞,115,1360.79
SPB-56680,2022-06-01 16:09,487,신석초교앞 교차로 교통섬,2,20
SPB-57527,2022-06-01 16:09,498,연남동주민센터 앞,9,1050
SPB-49523,2022-06-01 16:10,374,청구역 2번출구 앞,93,750
SPB-46119,2022-06-01 16:10,439,마포어린이공원,164,30700
SPB-53830,2022-06-01 16:10,159,이대역 4번 출구,10,1883.47
SPB-53228,2022-06-01 16:10,487,신석초교앞 교차로 교통섬,87,8660
SPB-53411,2022-06-01 16:11,361,동묘앞역 1번출구 뒤,5,679.68
SPB-53480,2022-06-01 16:11,480,약수역 6번 출구,28,3400
SPB-58171,2022-06-01 16:11,348,독립문역 사거리,25,5102.36
SPB-38719,2022-06-01 16:12,316,종각역 1번출구 앞,14,1247.46
SPB-48114,2022-06-01 16:12,338,세운스퀘어 앞,8,1200
SPB-35859,2022-06-01 16:12,338,세운스퀘어 앞,8,1110.7
SPB-83916,2022-06-01 16:12,487,신석초교앞 교차로 교통섬,85,10580
SPB-62932,2022-06-01 16:13,342,대학로 마로니에공원,2,370
SPB-51988,2022-06-01 16:13,480,약수역 6번 출구,10,1404.16
SPB-52771,2022-06-01 16:13,456,숭인2동 주민센터 입구,36,2958.11
SPB-54790,2022-06-01 16:13,837,한남나들목 입구,50,7000
SPB-31121,2022-06-01 16:14,660,동의보감타워,28,4532.69
SPB-30899,2022-06-01 16:14,409,누리꿈스퀘어 옆,18,916.09
SPB-32884,2022-06-01 16:14,417,DMC역 2번출구 옆,3,572.68
SPB-63029,2022-06-01 16:14,464,삼청동 골목,29,3350
SPB-39966,2022-06-01 16:14,464,삼청동 골목,29,3134.95
SPB-41576,2022-06-01 16:14,127,현대벤처빌 앞,4,662.14
SPB-81524,2022-06-01 16:14,475,DDP 패션몰,85,580
SPB-42073,2022-06-01 16:14,191,서우빌딩,13,2096.82
SPB-54443,2022-06-01 16:15,310,청계광장 옆,52,2780
SPB-56915,2022-06-01 16:15,309,광화문역 6번출구 옆,13,1950
SPB-63229,2022-06-01 16:15,393,동대문역 8번 출구,23,1620
SPB-53952,2022-06-01 16:15,328,탑골공원 앞,29,4360
SPB-34814,2022-06-01 16:15,915,증산역 4번출구,10,1551.96
SPB-43429,2022-06-01 16:16,326,안국역 5번출구 앞,9,1233.63
SPB-84913,2022-06-01 16:16,420,서울시 공공자전거 상암센터,11,1250
SPB-84786,2022-06-01 16:16,393,동대문역 8번 출구,10,1590
SPB-35267,2022-06-01 16:16,393,동대문역 8번 출구,9,1249.1
SPB-41056,2022-06-01 16:17,465,삼청공원 앞,5,667.17
SPB-52989,2022-06-01 16:17,457,종로꽃시장 입구 옆,37,1630
SPB-58485,2022-06-01 16:17,851,효창 푸르지오 앞,37,4720
SPB-54272,2022-06-01 16:18,302,경복궁역 4번출구 뒤,16,1060
SPB-56762,2022-06-01 16:18,302,경복궁역 4번출구 뒤,17,1090
SPB-80983,2022-06-01 16:18,393,동대문역 8번 출구,1,170
SPB-52672,2022-06-01 16:18,813,삼각지역 3번출구,37,4770
SPB-60413,2022-06-01 16:18,342,대학로 마로니에공원,9,1790
SPB-62220,2022-06-01 16:18,302,경복궁역 4번출구 뒤,7,450
SPB-48839,2022-06-01 16:18,102,망원역 1번출구 앞,8,1310
SPB-41122,2022-06-01 16:19,431,청계천 영도교,9,1370.39
SPB-35307,2022-06-01 16:19,419,홈플러스 앞,106,4084.99
SPB-43003,2022-06-01 16:20,308,광화문 S타워 앞,37,1186.07
SPB-35757,2022-06-01 16:20,461,서울지방경찰청,12,1147.57
SPB-40435,2022-06-01 16:20,461,서울지방경찰청,13,1426.54
SPB-47721,2022-06-01 16:20,813,삼각지역 3번출구,34,4720
SPB-34202,2022-06-01 16:20,383,신당역 12번 출구 뒤,4,589.63
SPB-32211,2022-06-01 16:20,408,LG CNS앞,15,921.48
SPB-52438,2022-06-01 16:20,584,광진광장 교통섬,41,7710
SPB-35303,2022-06-01 16:20,114,홍대입구역 8번출구 앞,45,6229.25
SPB-33767,2022-06-01 16:21,314,국립현대미술관,38,4394.63
SPB-53172,2022-06-01 16:21,342,대학로 마로니에공원,6,628.91
SPB-34188,2022-06-01 16:21,320,을지로입구역 4번출구 앞,16,1468.07
SPB-31294,2022-06-01 16:21,401,상암월드컵파크 10단지 앞,10,1794.91
SPB-84832,2022-06-01 16:21,426,서울신용보증재단,9,1960
SPB-31312,2022-06-01 16:21,907,CJ 드림시티,64,7931.38
SPB-53078,2022-06-01 16:21,907,CJ 드림시티,64,7050
SPB-40203,2022-06-01 16:21,419,홈플러스 앞,104,4278.18
SPB-32744,2022-06-01 16:22,380,CJ제일제당 앞,14,2103.07
SPB-39277,2022-06-01 16:22,342,대학로 마로니에공원,4,518.9
SPB-51894,2022-06-01 16:22,342,대학로 마로니에공원,4,583.26
SPB-54980,2022-06-01 16:22,342,대학로 마로니에공원,5,520
SPB-39657,2022-06-01 16:22,416,상암월드컵파크 1단지 교차로,49,3037.46
SPB-54411,2022-06-01 16:22,613,신설동역 10번출구 앞,62,11136.18
SPB-52794,2022-06-01 16:22,349,사직동주민센터,5,443.34
SPB-49019,2022-06-01 16:23,351,청운초교 앞 삼거리,112,2920
SPB-53419,2022-06-01 16:23,383,신당역 12번 출구 뒤,71,7220
SPB-59301,2022-06-01 16:23,488,푸르메병원,44,8720
SPB-31675,2022-06-01 16:23,188,홍은동 정원여중 입구,27,6523.48
SPB-80494,2022-06-01 16:23,154,마포구청역,11,780
SPB-59669,2022-06-01 16:24,520,상왕십리역 4번 출구 앞,9,1820
SPB-38550,2022-06-01 16:24,383,신당역 12번 출구 뒤,70,7743.16
SPB-61855,2022-06-01 16:24,422,문화비축기지,17,3920
SPB-35538,2022-06-01 16:24,113,홍대입구역 2번출구 앞,17,1537.51
SPB-61523,2022-06-01 16:25,314,국립현대미술관,8,898.16
SPB-51988,2022-06-01 16:25,383,신당역 12번 출구 뒤,69,7540.33
SPB-81423,2022-06-01 16:25,154,마포구청역,20,750
SPB-31265,2022-06-01 16:25,458,광화문역 5번출구,4,567.54
SPB-52284,2022-06-01 16:26,351,청운초교 앞 삼거리,40,2562.84
SPB-51518,2022-06-01 16:26,612,시립동부병원 앞 사거리,9,1340
SPB-60110,2022-06-01 16:26,361,동묘앞역 1번출구 뒤,9,980
SPB-36664,2022-06-01 16:26,605,신설동역8번출구,21,2261.78
SPB-52442,2022-06-01 16:26,914,새절역 2번출구,16,2976.19
SPB-32884,2022-06-01 16:26,418,월드컵경기장역 3번출구 옆,47,2276.88
SPB-51428,2022-06-01 16:26,123,문화촌 공원,46,2960
SPB-40139,2022-06-01 16:26,160,북아현동 가구거리,21,2479.46
SPB-37460,2022-06-01 16:26,125,서강대 남문 옆,8,898.81
SPB-59389,2022-06-01 16:27,359,원남동사거리,14,1720
SPB-32028,2022-06-01 16:27,605,신설동역8번출구,20,2292.7
SPB-82706,2022-06-01 16:27,419,홈플러스 앞,81,6890
SPB-32549,2022-06-01 16:27,419,홈플러스 앞,81,5694.78
SPB-38254,2022-06-01 16:27,481,신당역 10번 출구,35,1142.64
SPB-62220,2022-06-01 16:28,369,광화문 시민열린마당,6,340
SPB-54518,2022-06-01 16:28,568,청계8가사거리 부근,7,1120
SPB-34265,2022-06-01 16:28,589,성수역3번출구,82,14108.84
SPB-56997,2022-06-01 16:28,449,일성아파트,5,680
SPB-60129,2022-06-01 16:28,391,시립미술관,15,790
SPB-52180,2022-06-01 16:28,492,성산시영아파트 후문,100,12911.39
SPB-36009,2022-06-01 16:29,308,광화문 S타워 앞,95,1805.13
SPB-36125,2022-06-01 16:29,461,서울지방경찰청,17,2129.12
SPB-80491,2022-06-01 16:29,431,청계천 영도교,17,1650
SPB-60562,2022-06-01 16:29,308,광화문 S타워 앞,9,1020
SPB-45082,2022-06-01 16:29,419,홈플러스 앞,79,5290
SPB-50710,2022-06-01 16:30,450,효자동 삼거리,5,895.19
SPB-38271,2022-06-01 16:30,461,서울지방경찰청,16,2218.45
SPB-54377,2022-06-01 16:30,440,하늘공원 입구,107,1810
SPB-41629,2022-06-01 16:30,419,홈플러스 앞,7,856.57
SPB-58850,2022-06-01 16:31,338,세운스퀘어 앞,20,2226.64
SPB-84226,2022-06-01 16:31,557,도선동 주민센터 앞,53,3760
SPB-54448,2022-06-01 16:31,403,부엉이공원 앞,13,1280
SPB-57206,2022-06-01 16:31,450,효자동 삼거리,54,6330
SPB-58220,2022-06-01 16:31,130,신촌역(2호선) 7번출구 앞,35,6090
SPB-61487,2022-06-01 16:32,320,을지로입구역 4번출구 앞,47,6270
SPB-40986,2022-06-01 16:32,320,을지로입구역 4번출구 앞,33,1084.16
SPB-52772,2022-06-01 16:32,403,부엉이공원 앞,13,1290
SPB-48855,2022-06-01 16:32,403,부엉이공원 앞,12,1280
SPB-53732,2022-06-01 16:32,409,누리꿈스퀘어 옆,8,980
SPB-58721,2022-06-01 16:32,362,청계8가 사거리,3,440
SPB-59997,2022-06-01 16:32,589,성수역3번출구,78,13380
SPB-51257,2022-06-01 16:32,498,연남동주민센터 앞,34,3160
SPB-51790,2022-06-01 16:33,302,경복궁역 4번출구 뒤,7,704.35
SPB-38067,2022-06-01 16:33,348,독립문역 사거리,2,8049.18
SPB-44776,2022-06-01 16:33,314,국립현대미술관,7,364.27
SPB-46301,2022-06-01 16:33,314,국립현대미술관,7,490
SPB-46371,2022-06-01 16:33,345,서울보증보험본사 앞,30,3320
SPB-33938,2022-06-01 16:34,199,서울 월드컵 경기장,5,143.92
