"price","model","year","transmission","mileage","fuelType","tax","mpg","engineSize"
12000,"Fiesta",2018,"Semi-Auto",8970,"Petrol",145,54.3,1
14000,"Fiesta",2020,"Manual",13,"Petrol",150,55.4,1
5991,"Fiesta",2015,"Manual",61763,"Petrol",125,54.3,1.2
12000,"Fiesta",2017,"Semi-Auto",6255,"Petrol",145,47.9,1.6
14500,"Focus",2018,"Manual",18771,"Diesel",150,74.3,1.5
15440,"Focus",2019,"Manual",10613,"Petrol",145,60.1,1
13699,"Mondeo",2018,"Automatic",47320,"Diesel",145,45.6,2
9500,"Fiesta",2016,"Manual",15636,"Petrol",125,54.3,1.2
19495,"Kuga",2019,"Manual",10500,"Diesel",145,38.2,2
11650,"Fiesta",2016,"Manual",16295,"Petrol",145,47.9,1.6
16991,"Fiesta",2019,"Semi-Auto",3584,"Petrol",150,48.7,1
10750,"EcoSport",2017,"Manual",43958,"Petrol",125,52.3,1
4775,"KA",2015,"Manual",43544,"Petrol",30,57.7,1.2
8998,"Fiesta",2017,"Manual",5233,"Petrol",125,54.3,1.2
20000,"Mondeo",2019,"Manual",192,"Diesel",145,65.7,2
12500,"Fiesta",2018,"Manual",33268,"Petrol",145,65.7,1
8998,"Fiesta",2016,"Manual",14342,"Petrol",0,65.7,1
17850,"Focus",2019,"Automatic",4233,"Diesel",145,74.3,1.5
18700,"Kuga",2019,"Manual",7536,"Diesel",145,54.3,1.5
10600,"Fiesta",2018,"Manual",24751,"Petrol",145,56.5,1
7990,"Ka+",2017,"Manual",9330,"Petrol",145,57.7,1.2
16271,"Focus",2017,"Manual",27403,"Diesel",20,67.3,2
10750,"C-MAX",2017,"Manual",37367,"Petrol",30,55.4,1
17397,"Kuga",2017,"Semi-Auto",23489,"Diesel",145,54.3,2
8500,"Ka+",2018,"Manual",6785,"Petrol",145,47.9,1.2
10995,"Fiesta",2018,"Manual",13609,"Petrol",145,65.7,1
11980,"Focus",2017,"Manual",30680,"Diesel",0,74.3,1.5
12295,"Kuga",2016,"Automatic",74000,"Diesel",145,52.3,2
15750,"Kuga",2019,"Manual",15581,"Petrol",145,34.4,1.5
7324,"Fiesta",2015,"Manual",27128,"Petrol",0,65.7,1
12995,"Focus",2018,"Manual",11489,"Petrol",145,57.7,1
9310,"Fiesta",2017,"Manual",16235,"Petrol",0,65.7,1
15299,"Fiesta",2019,"Manual",7580,"Petrol",145,58.9,1
20999,"Focus",2019,"Manual",15000,"Petrol",145,45.6,1.5
15995,"Tourneo Custom",2016,"Manual",49913,"Diesel",235,42.2,2.2
16500,"EcoSport",2019,"Manual",3052,"Petrol",150,51.4,1
17900,"Focus",2019,"Manual",3098,"Petrol",145,60.1,1
8495,"Ka+",2017,"Manual",11000,"Petrol",30,57.7,1.2
11995,"Focus",2018,"Manual",15984,"Petrol",145,60.1,1
6697,"Fiesta",2016,"Manual",40126,"Petrol",125,54.3,1.2
7295,"Focus",2015,"Manual",83823,"Diesel",0,74.3,1.5
10680,"Focus",2017,"Manual",13219,"Petrol",145,61.4,1
11495,"Fiesta",2018,"Manual",10806,"Petrol",145,65.7,1
14999,"EcoSport",2019,"Manual",5846,"Petrol",145,53.3,1
13495,"Kuga",2017,"Manual",22100,"Diesel",145,64.2,1.5
9680,"Fiesta",2018,"Manual",37960,"Petrol",145,65.7,1
9739,"Fiesta",2017,"Manual",23500,"Petrol",20,62.8,1
12799,"Kuga",2017,"Manual",31374,"Diesel",125,60.1,2
2595,"Fiesta",2008,"Manual",116000,"Diesel",20,67.3,1.6
18495,"Focus",2019,"Manual",6275,"Petrol",150,60.1,1
16470,"Focus",2019,"Manual",9083,"Petrol",145,60.1,1
13491,"Focus",2018,"Manual",15919,"Petrol",145,57.7,1
15950,"Kuga",2017,"Manual",24845,"Diesel",145,60.1,2
3491,"KA",2012,"Manual",86667,"Petrol",30,57.7,1.2
30500,"Edge",2019,"Semi-Auto",6482,"Diesel",145,37.2,2
13995,"EcoSport",2018,"Manual",15080,"Petrol",145,54.3,1
10680,"C-MAX",2016,"Manual",35198,"Diesel",20,68.9,1.5
11677,"Focus",2018,"Manual",10604,"Petrol",145,60.1,1
3499,"KA",2012,"Manual",74000,"Diesel",20,68.9,1.2
8795,"Fiesta",2017,"Manual",6650,"Petrol",145,64.2,1.1
9690,"Focus",2016,"Manual",27708,"Petrol",20,60.1,1
19999,"Kuga",2019,"Semi-Auto",13006,"Diesel",145,37.7,2
8691,"Fiesta",2017,"Manual",21478,"Petrol",150,65.7,1
7591,"Fiesta",2017,"Manual",21922,"Petrol",145,54.3,1.2
11495,"B-MAX",2017,"Automatic",5000,"Petrol",145,44.1,1.6
9990,"S-MAX",2014,"Manual",19391,"Diesel",145,54.3,1.6
19995,"Galaxy",2017,"Manual",20488,"Diesel",125,56.5,2
11287,"Fiesta",2017,"Manual",12000,"Diesel",145,88.3,1.5
7999,"EcoSport",2016,"Manual",12410,"Petrol",125,52.3,1
11000,"C-MAX",2017,"Manual",14661,"Petrol",160,44.1,1.6
10500,"Fiesta",2018,"Manual",15675,"Petrol",145,65.7,1
10500,"Fiesta",2017,"Semi-Auto",19733,"Petrol",145,47.9,1.6
12250,"Fiesta",2017,"Automatic",17133,"Petrol",145,54.3,1
16499,"Focus",2019,"Manual",13331,"Petrol",145,60.1,1
10120,"Fiesta",2018,"Manual",3665,"Petrol",145,64.2,1.1
15999,"EcoSport",2019,"Manual",6770,"Diesel",145,68.9,1.5
9750,"Focus",2016,"Manual",39236,"Petrol",20,60.1,1
9299,"Fiesta",2015,"Automatic",20966,"Petrol",0,57.7,1
12000,"Fiesta",2018,"Manual",28733,"Petrol",145,65.7,1
17899,"Focus",2017,"Manual",16601,"Petrol",200,41.5,2
11899,"Focus",2018,"Manual",9673,"Petrol",145,61.4,1
6991,"Focus",2015,"Manual",45123,"Petrol",20,60.1,1
7542,"Ka+",2018,"Manual",9880,"Petrol",145,57.7,1.2
15340,"Focus",2019,"Manual",6175,"Petrol",145,60.1,1
10490,"Fiesta",2018,"Manual",5424,"Petrol",145,65.7,1
15595,"Focus",2019,"Manual",5257,"Petrol",145,58.9,1
13084,"Fiesta",2018,"Manual",5681,"Petrol",145,65.7,1
15750,"EcoSport",2019,"Manual",5,"Petrol",145,53.3,1
6793,"Mondeo",2015,"Manual",138000,"Diesel",20,68.9,2
7211,"Focus",2014,"Manual",67951,"Diesel",125,56.5,2
17750,"Galaxy",2016,"Automatic",35646,"Diesel",160,51.4,2
7495,"Fiesta",2016,"Manual",40161,"Petrol",0,65.7,1
21980,"Tourneo Custom",2018,"Manual",26483,"Diesel",145,44.8,2
15500,"Kuga",2017,"Manual",19027,"Diesel",145,64.2,1.5
12300,"Fiesta",2019,"Manual",16327,"Petrol",145,60.1,1
8999,"EcoSport",2017,"Manual",40091,"Petrol",145,52.3,1
18200,"Fiesta",2020,"Manual",10,"Petrol",145,49.6,1
15999,"Fiesta",2019,"Manual",214,"Petrol",145,58.9,1
21200,"Edge",2018,"Manual",26531,"Diesel",145,47.9,2
18200,"Kuga",2019,"Manual",7877,"Diesel",145,38.2,2
12400,"Fiesta",2018,"Manual",20396,"Petrol",145,65.7,1
15265,"Kuga",2017,"Manual",19333,"Diesel",145,54.3,2
11860,"Focus",2018,"Manual",23769,"Diesel",145,74.3,1.5
12700,"Focus",2018,"Manual",13198,"Petrol",145,57.7,1
9700,"Kuga",2017,"Manual",51633,"Diesel",30,64.2,1.5
16000,"Mondeo",2018,"Manual",10150,"Diesel",145,65.7,2
5295,"Fiesta",2012,"Manual",32000,"Petrol",125,51.4,1.2
11799,"Focus",2017,"Manual",21069,"Diesel",0,74.3,1.5
16800,"Kuga",2019,"Manual",10786,"Petrol",145,34.4,1.5
14485,"EcoSport",2018,"Manual",16326,"Petrol",150,54.3,1
9990,"EcoSport",2016,"Manual",20891,"Petrol",125,53.3,1
7495,"Fiesta",2013,"Manual",8603,"Petrol",30,54.3,1.2
10895,"Kuga",2014,"Automatic",49701,"Diesel",200,45.6,2
9199,"EcoSport",2016,"Manual",26445,"Diesel",30,64.2,1.5
7490,"Fiesta",2017,"Manual",53786,"Petrol",0,65.7,1
11000,"Focus",2018,"Manual",48961,"Petrol",150,57.7,1
12600,"Focus",2017,"Manual",16043,"Petrol",145,60.1,1
9440,"Fiesta",2017,"Manual",10655,"Diesel",0,88.3,1.5
14498,"Grand C-MAX",2017,"Manual",7219,"Diesel",30,64.2,1.5
5795,"Mondeo",2014,"Automatic",98000,"Diesel",145,50.4,2
18869,"Kuga",2018,"Manual",22218,"Diesel",145,54.3,2
8990,"Fiesta",2018,"Manual",9616,"Petrol",145,64.2,1.1
11490,"Focus",2018,"Manual",17152,"Petrol",145,61.4,1
12000,"Fiesta",2019,"Manual",1808,"Petrol",145,55.4,1.1
10500,"Fiesta",2016,"Manual",19255,"Diesel",0,78.5,1.5
10298,"Fiesta",2016,"Manual",18016,"Petrol",0,65.7,1
20500,"Focus",2020,"Automatic",1868,"Petrol",150,40.9,1.5
8299,"Focus",2015,"Automatic",52816,"Diesel",20,67.3,1.5
9500,"Fiesta",2017,"Manual",18342,"Petrol",150,65.7,1
9950,"Fiesta",2016,"Manual",21105,"Diesel",0,78.5,1.5
6990,"Focus",2015,"Manual",66992,"Diesel",0,74.3,1.5
15290,"Fiesta",2019,"Manual",7512,"Petrol",145,60.1,1
9650,"Fiesta",2017,"Manual",18653,"Petrol",145,65.7,1
11995,"EcoSport",2017,"Manual",18000,"Petrol",145,52.3,1
7890,"Focus",2015,"Manual",47325,"Diesel",0,74.3,1.5
17800,"S-MAX",2017,"Manual",27547,"Diesel",145,56.5,2
4490,"KA",2014,"Manual",31423,"Petrol",30,57.7,1.2
21499,"Kuga",2019,"Automatic",10265,"Diesel",145,42.2,2
11499,"Fiesta",2018,"Manual",16891,"Petrol",145,65.7,1
15000,"Fiesta",2019,"Manual",10097,"Petrol",145,55.4,1
9495,"Grand C-MAX",2016,"Manual",47387,"Diesel",30,64.2,1.5
7420,"Ka+",2017,"Manual",23882,"Petrol",145,57.7,1.2
14995,"EcoSport",2018,"Manual",2000,"Petrol",145,54.3,1
9920,"C-MAX",2017,"Manual",23357,"Petrol",145,55.4,1
33979,"Mustang",2020,"Manual",613,"Petrol",145,31.4,2.3
7700,"Fiesta",2015,"Manual",45604,"Petrol",0,65.7,1
17252,"Focus",2017,"Manual",15834,"Petrol",145,41.5,2
5495,"Fiesta",2013,"Manual",51271,"Petrol",30,54.3,1.2
14790,"EcoSport",2018,"Semi-Auto",14487,"Petrol",145,48.7,1
10495,"Ka+",2019,"Manual",5000,"Petrol",145,43.5,1.2
9495,"Fiesta",2017,"Manual",16884,"Petrol",145,65.7,1
7999,"Grand C-MAX",2015,"Manual",64000,"Diesel",30,64.2,1.5
7582,"Focus",2016,"Manual",66477,"Diesel",0,74.3,1.5
10000,"EcoSport",2017,"Manual",33375,"Diesel",150,64.2,1.5
15000,"Kuga",2016,"Semi-Auto",22841,"Diesel",145,52.3,2
10950,"Focus",2017,"Manual",27086,"Petrol",20,60.1,1
6998,"Fiesta",2016,"Manual",60964,"Diesel",0,88.3,1.5
17400,"Kuga",2019,"Manual",10631,"Petrol",145,34.4,1.5
11325,"Fiesta",2018,"Manual",23000,"Petrol",150,65.7,0
11498,"Fiesta",2019,"Manual",5262,"Petrol",150,48.7,1.1
19500,"Kuga",2017,"Semi-Auto",19141,"Diesel",145,54.3,2
17195,"Focus",2019,"Manual",10342,"Petrol",145,60.1,1
8998,"EcoSport",2016,"Manual",31736,"Petrol",125,53.3,1
10700,"Fiesta",2018,"Manual",32930,"Petrol",145,65.7,1
7500,"Ka+",2017,"Manual",30668,"Petrol",150,57.7,1.2
10300,"Fiesta",2018,"Manual",27516,"Petrol",145,65.7,1
10991,"Focus",2017,"Manual",29865,"Diesel",0,74.3,1.5
10295,"Focus",2017,"Manual",46713,"Petrol",20,60.1,1
4899,"Fiesta",2012,"Manual",26375,"Petrol",125,51.4,1.2
10395,"Fiesta",2017,"Manual",17854,"Petrol",150,65.7,1
17000,"Focus",2019,"Manual",1500,"Petrol",145,60.1,1
2250,"Fiesta",2009,"Manual",100000,"Diesel",20,67.3,1.6
17900,"Focus",2018,"Automatic",13340,"Petrol",145,47.9,1.5
8888,"Ka+",2018,"Manual",25000,"Petrol",145,47.9,1.2
14000,"EcoSport",2018,"Manual",20500,"Petrol",150,54.3,1
9991,"EcoSport",2017,"Semi-Auto",31155,"Petrol",150,44.8,1.5
16998,"Focus",2019,"Manual",18875,"Petrol",145,60.1,1
9210,"EcoSport",2017,"Manual",17592,"Petrol",145,52.3,1
5399,"C-MAX",2013,"Manual",76156,"Petrol",160,42.8,1.6
12495,"Focus",2013,"Manual",37000,"Petrol",230,39.2,2
8491,"Fiesta",2017,"Manual",11296,"Petrol",145,54.3,1.2
10490,"Fiesta",2018,"Manual",22345,"Petrol",145,58.9,1
15500,"EcoSport",2018,"Manual",7310,"Petrol",145,54.3,1
19600,"Focus",2019,"Automatic",4537,"Petrol",145,39.2,1.5
15500,"EcoSport",2018,"Manual",9500,"Petrol",145,51.4,1
12890,"Mondeo",2018,"Manual",27856,"Diesel",145,47.1,2
18600,"Kuga",2019,"Manual",4343,"Petrol",145,34.4,1.5
10995,"Fiesta",2017,"Manual",1,"Petrol",145,65.7,1
10495,"Fiesta",2017,"Manual",18085,"Petrol",150,65.7,1
13999,"Kuga",2016,"Manual",33608,"Diesel",125,60.1,2
5198,"Fiesta",2013,"Manual",37868,"Petrol",30,54.3,1.2
13449,"Focus",2018,"Manual",15250,"Petrol",145,57.7,1
11500,"C-MAX",2017,"Manual",9786,"Petrol",30,55.4,1
8000,"Focus",2016,"Manual",43526,"Diesel",0,74.3,1.5
11990,"Kuga",2014,"Semi-Auto",37800,"Diesel",200,45.6,2
6950,"Fiesta",2014,"Manual",24796,"Petrol",0,65.7,1
11495,"Grand C-MAX",2017,"Semi-Auto",22500,"Diesel",30,58.9,1.5
7300,"Ka+",2017,"Manual",12605,"Petrol",145,57.7,1.2
20000,"Edge",2017,"Automatic",19039,"Diesel",160,48.7,2
14000,"Focus",2019,"Manual",11426,"Petrol",150,58.9,1
8000,"Ka+",2017,"Manual",12418,"Petrol",150,57.7,1.2
8135,"KA",2018,"Manual",6000,"Petrol",145,57.7,0
8500,"Focus",2014,"Manual",44654,"Diesel",0,74.3,1.5
6500,"Focus",2013,"Manual",71250,"Diesel",20,67.3,1.6
19000,"Galaxy",2017,"Manual",25703,"Diesel",125,56.5,2
15999,"Kuga",2017,"Manual",49455,"Diesel",145,54.3,2
16000,"Kuga",2016,"Automatic",30179,"Diesel",145,52.3,2
15999,"Kuga",2017,"Semi-Auto",40682,"Diesel",150,54.3,2
8000,"Fiesta",2014,"Automatic",26358,"Petrol",145,47.9,1.6
9499,"Mondeo",2016,"Manual",61223,"Diesel",0,78.5,1.5
13750,"Fiesta",2020,"Manual",1200,"Petrol",145,56.5,1
15499,"Fiesta",2019,"Automatic",3300,"Petrol",145,48.7,1
9599,"Kuga",2014,"Manual",62350,"Diesel",200,47.9,2
7750,"Fiesta",2017,"Manual",32344,"Petrol",125,54.3,1.2
10850,"Fiesta",2018,"Manual",40149,"Petrol",145,56.5,1
12495,"C-MAX",2017,"Manual",11319,"Petrol",145,55.4,1
2350,"Fiesta",2008,"Manual",59500,"Petrol",145,47.1,1.2
19999,"Focus",2018,"Manual",9560,"Petrol",145,41.5,2
11298,"Focus",2017,"Manual",29492,"Diesel",145,74.3,1.5
7299,"Ka+",2017,"Manual",14401,"Petrol",150,57.7,1.2
6299,"Fiesta",2013,"Manual",39634,"Petrol",30,54.3,1.2
11018,"Fiesta",2018,"Manual",34938,"Petrol",145,65.7,1
7995,"Fiesta",2016,"Manual",32449,"Petrol",0,65.7,1
12991,"Fiesta",2018,"Manual",21528,"Petrol",145,61.4,1
22500,"Edge",2017,"Semi-Auto",19552,"Diesel",200,47.9,2
14998,"Focus",2018,"Manual",10306,"Petrol",145,58.9,1
10397,"Fiesta",2017,"Manual",18558,"Petrol",145,65.7,1
13991,"Kuga",2016,"Manual",38554,"Diesel",145,54.3,2
2499,"Focus",2008,"Manual",115000,"Petrol",235,39.8,2
7199,"Ka+",2017,"Manual",26000,"Petrol",145,57.7,1.2
14441,"Fiesta",2019,"Semi-Auto",7220,"Petrol",145,48.7,1
13299,"Focus",2017,"Manual",14889,"Diesel",145,74.3,1.5
8997,"EcoSport",2015,"Manual",28985,"Petrol",160,44.8,1.5
14000,"Grand Tourneo Connect",2017,"Manual",20122,"Diesel",30,64.2,1.5
15850,"EcoSport",2019,"Manual",3682,"Petrol",145,51.4,1
10600,"Fiesta",2018,"Manual",27380,"Petrol",145,56.5,1
11795,"EcoSport",2018,"Manual",32356,"Diesel",145,64.2,1.5
11399,"Mondeo",2016,"Manual",26162,"Diesel",30,64.2,2
11299,"B-MAX",2017,"Manual",15482,"Petrol",145,57.7,1
9950,"Fiesta",2017,"Manual",17502,"Petrol",150,65.7,1
13995,"Fiesta",2018,"Automatic",6025,"Petrol",145,48.7,1
11740,"Fiesta",2017,"Manual",7700,"Petrol",0,65.7,1
9247,"C-MAX",2016,"Manual",26199,"Diesel",20,68.9,1.5
10700,"Fiesta",2018,"Manual",3329,"Petrol",145,65.7,1
15970,"EcoSport",2019,"Manual",6435,"Petrol",145,51.4,1
7850,"Ka+",2018,"Manual",12401,"Petrol",145,57.7,1.2
9500,"Fiesta",2016,"Automatic",7350,"Petrol",0,57.7,1
10900,"Fiesta",2018,"Manual",23079,"Petrol",145,65.7,1
14000,"Kuga",2017,"Manual",23581,"Diesel",125,60.1,2
14390,"EcoSport",2019,"Manual",3381,"Petrol",145,53.3,1
5450,"Focus",2011,"Manual",63000,"Diesel",20,67.3,1.6
11500,"Fiesta",2018,"Manual",16093,"Petrol",145,65.7,1
10999,"Fiesta",2018,"Manual",18571,"Petrol",145,65.7,1
8590,"Fiesta",2016,"Manual",34300,"Diesel",0,78.5,1.5
11990,"EcoSport",2018,"Semi-Auto",14335,"Petrol",150,48.7,1
9000,"Focus",2017,"Manual",41482,"Diesel",0,74.3,1.5
9995,"B-MAX",2012,"Semi-Auto",11310,"Petrol",160,44.1,1.6
11899,"Fiesta",2018,"Manual",13950,"Petrol",150,65.7,1
10200,"Fiesta",2017,"Manual",23278,"Petrol",150,65.7,1
8995,"Fiesta",2017,"Manual",22000,"Petrol",145,47.9,1.6
11998,"Focus",2017,"Manual",10474,"Diesel",0,74.3,1.5
15762,"Kuga",2017,"Manual",26000,"Diesel",125,60.1,2
20000,"Galaxy",2017,"Manual",20888,"Diesel",125,56.5,2
8998,"Fiesta",2017,"Manual",17164,"Petrol",0,65.7,1
15999,"Focus",2019,"Manual",14296,"Petrol",145,60.1,1
10995,"Fiesta",2016,"Automatic",4000,"Petrol",145,47.9,1.6
11598,"Focus",2018,"Manual",11654,"Petrol",145,61.4,1
12900,"Fiesta",2019,"Manual",12128,"Petrol",145,58.9,1
18047,"Focus",2017,"Manual",15309,"Petrol",145,41.5,2
22000,"Puma",2019,"Manual",309,"Petrol",145,50.4,1
8790,"Galaxy",2013,"Manual",45987,"Diesel",145,52.3,1.6
16998,"Kuga",2017,"Manual",24947,"Diesel",125,60.1,2
16998,"Kuga",2016,"Manual",18480,"Diesel",150,54.3,2
17999,"Grand Tourneo Connect",2019,"Manual",4842,"Diesel",150,61.4,1.5
12999,"Kuga",2018,"Automatic",34947,"Diesel",145,58.9,1.5
45250,"Mustang",2019,"Automatic",2500,"Petrol",145,22.1,5
11799,"Focus",2017,"Manual",17315,"Diesel",145,74.3,1.5
9160,"Focus",2016,"Manual",31410,"Diesel",0,74.3,1.5
12000,"Fiesta",2017,"Semi-Auto",17506,"Petrol",0,57.7,1
8199,"EcoSport",2016,"Manual",33196,"Petrol",160,44.8,1.5
7299,"Fiesta",2015,"Manual",42324,"Diesel",0,88.3,1.5
12852,"Fiesta",2016,"Manual",12240,"Petrol",145,47.9,1.6
8950,"Fiesta",2018,"Manual",11602,"Petrol",145,64.2,1.1
16498,"Focus",2016,"Manual",23599,"Petrol",200,41.5,2
12400,"Fiesta",2017,"Manual",24429,"Petrol",145,47.9,1.6
16995,"Focus",2017,"Manual",17493,"Diesel",145,67.3,2
7341,"Fiesta",2016,"Manual",22502,"Petrol",125,54.3,1.2
18499,"Focus",2017,"Manual",13063,"Petrol",145,41.5,2
9298,"Kuga",2014,"Manual",52681,"Diesel",145,53.3,2
9691,"Fiesta",2017,"Manual",22654,"Petrol",145,65.7,1
22620,"Kuga",2019,"Semi-Auto",9963,"Diesel",145,38.7,2
9400,"Fiesta",2017,"Manual",9288,"Petrol",125,54.3,1.2
10500,"EcoSport",2017,"Manual",13324,"Petrol",125,52.3,1
18091,"Edge",2016,"Semi-Auto",44224,"Diesel",160,48.7,2
10000,"Fiesta",2018,"Manual",23280,"Petrol",150,65.7,1
13395,"Focus",2016,"Automatic",10202,"Petrol",145,46.3,1.5
6295,"Focus",2015,"Manual",83467,"Petrol",20,61.4,1
7991,"Ka+",2018,"Manual",13000,"Petrol",150,57.7,1.2
6995,"Galaxy",2010,"Manual",92000,"Diesel",200,49.6,2
8000,"Fiesta",2016,"Manual",40000,"Petrol",0,65.7,1
10490,"B-MAX",2017,"Automatic",15000,"Petrol",150,44.1,1.6
13540,"Fiesta",2019,"Manual",6923,"Petrol",145,58.9,1
9999,"C-MAX",2018,"Manual",30375,"Diesel",145,68.9,1.5
11999,"Focus",2018,"Manual",30953,"Petrol",145,50.4,1.5
9495,"B-MAX",2017,"Manual",32442,"Petrol",145,55.4,1
13997,"Fiesta",2019,"Semi-Auto",3134,"Petrol",145,48.7,1
8295,"Kuga",2013,"Manual",68000,"Diesel",145,53.3,2
8990,"B-MAX",2017,"Manual",30000,"Petrol",145,57.7,1
9200,"Fiesta",2018,"Manual",21000,"Petrol",145,65.7,1
9750,"Fiesta",2016,"Manual",21001,"Petrol",20,62.8,1
11250,"Fiesta",2018,"Manual",12126,"Petrol",145,56.5,1
5791,"KA",2015,"Manual",17398,"Petrol",30,57.7,1.2
13140,"Fiesta",2019,"Manual",6987,"Petrol",145,48.7,1.1
9299,"Fiesta",2015,"Semi-Auto",15718,"Petrol",145,47.9,1.6
12299,"Focus",2018,"Manual",19850,"Petrol",145,60.1,1
13491,"Focus",2019,"Manual",3915,"Petrol",145,60.1,1
10998,"Fiesta",2018,"Manual",16353,"Petrol",145,65.7,1
7990,"Fiesta",2016,"Manual",59138,"Petrol",0,65.7,1
25950,"Focus",2019,"Manual",16,"Petrol",145,34.5,2.3
14145,"Kuga",2017,"Manual",18018,"Diesel",125,60.1,2
16798,"Galaxy",2016,"Manual",19406,"Diesel",125,56.5,2
29999,"Edge",2019,"Semi-Auto",16192,"Diesel",145,37.2,2
13000,"Focus",2018,"Manual",12581,"Petrol",145,51.4,1.5
9295,"C-MAX",2017,"Manual",52138,"Diesel",150,68.9,1.5
12927,"Fiesta",2018,"Manual",5829,"Petrol",145,58.9,1
7999,"Fiesta",2014,"Manual",40000,"Petrol",30,54.3,1.2
8000,"Galaxy",2014,"Automatic",55632,"Diesel",160,47.1,2
12347,"Fiesta",2019,"Manual",8619,"Petrol",145,56.5,1
23499,"Puma",2020,"Manual",1850,"Petrol",145,49.6,1
6997,"Fiesta",2014,"Manual",23303,"Petrol",0,65.7,1
11995,"Fiesta",2018,"Manual",10311,"Petrol",145,65.7,1
12995,"C-MAX",2017,"Manual",21522,"Diesel",30,64.2,2
11795,"C-MAX",2017,"Manual",24000,"Diesel",20,68.9,1.5
11500,"Fiesta",2018,"Manual",5505,"Petrol",145,65.7,1
10700,"Focus",2018,"Manual",23738,"Petrol",145,60.1,1
12995,"Kuga",2015,"Manual",35383,"Diesel",125,60.1,2
17800,"Kuga",2017,"Semi-Auto",22234,"Diesel",145,54.3,2
10845,"C-MAX",2017,"Manual",19932,"Diesel",20,68.9,1.5
10490,"C-MAX",2017,"Manual",6490,"Petrol",160,44.1,1.6
16950,"Focus",2017,"Manual",26140,"Petrol",145,41.5,2
20440,"Edge",2017,"Manual",11514,"Diesel",145,48.7,2
10498,"Fiesta",2017,"Manual",14073,"Petrol",145,65.7,1
14999,"Fiesta",2019,"Manual",3575,"Petrol",145,60.1,1
6400,"Focus",2011,"Manual",98900,"Diesel",20,67.3,1.6
17300,"Fiesta",2019,"Semi-Auto",7260,"Petrol",145,48.7,1
7990,"Fiesta",2016,"Manual",20362,"Petrol",0,65.7,1
7763,"Fiesta",2017,"Manual",29435,"Petrol",145,54.3,1.2
27499,"Edge",2019,"Automatic",1657,"Diesel",145,40.4,2
10095,"Fiesta",2017,"Manual",19469,"Petrol",145,65.7,1
19499,"Edge",2017,"Automatic",31000,"Diesel",145,48.7,2
13140,"Fiesta",2019,"Manual",2527,"Petrol",145,48.7,1.1
7750,"Ka+",2018,"Manual",9168,"Petrol",145,57.7,1.2
18800,"Kuga",2019,"Manual",6036,"Petrol",145,39.2,1.5
13650,"Fiesta",2019,"Manual",15983,"Petrol",145,58.9,1
9500,"Fiesta",2017,"Manual",14628,"Petrol",145,65.7,1
6995,"B-MAX",2013,"Manual",31472,"Petrol",30,57.7,1
3800,"Fiesta",2009,"Manual",67253,"Petrol",145,49.6,1.2
6990,"Focus",2015,"Manual",48000,"Diesel",0,74.3,1.5
9290,"Fiesta",2017,"Manual",20286,"Petrol",145,65.7,1
19979,"Puma",2020,"Manual",1440,"Petrol",145,51.4,1
11299,"Focus",2017,"Manual",23624,"Diesel",0,74.3,1.5
5200,"Fiesta",2013,"Manual",50501,"Petrol",0,65.7,1
19995,"Kuga",2017,"Semi-Auto",22667,"Diesel",145,54.3,2
6299,"Fiesta",2013,"Manual",49795,"Petrol",30,54.3,1.2
16998,"EcoSport",2019,"Manual",1091,"Petrol",145,51.4,1
10597,"Fiesta",2018,"Manual",11224,"Petrol",145,65.7,1
9991,"EcoSport",2017,"Manual",20286,"Petrol",125,53.3,1
16950,"Fiesta",2019,"Manual",11000,"Petrol",145,55.4,1
13480,"Kuga",2016,"Semi-Auto",33400,"Diesel",145,52.3,2
10000,"Fiesta",2017,"Manual",19496,"Petrol",145,65.7,1
7900,"EcoSport",2016,"Manual",50848,"Diesel",30,64.2,1.5
16500,"Focus",2017,"Manual",22730,"Diesel",145,67.3,2
16795,"EcoSport",2019,"Manual",691,"Petrol",145,51.4,1
10491,"Fiesta",2018,"Manual",8425,"Petrol",145,65.7,1
6650,"Fiesta",2014,"Manual",57016,"Petrol",0,65.7,1
3999,"KA",2015,"Manual",48085,"Petrol",30,57.7,1.2
12495,"Kuga",2016,"Semi-Auto",37877,"Diesel",145,52.3,2
16250,"Focus",2017,"Manual",28113,"Diesel",145,67.3,2
29000,"Focus",2020,"Manual",350,"Petrol",150,34.5,2.3
17980,"Focus",2019,"Manual",14426,"Petrol",145,60.1,1
9998,"Mondeo",2016,"Semi-Auto",65249,"Diesel",125,57.7,2
11600,"Focus",2017,"Manual",23500,"Petrol",145,60.1,1
10991,"Fiesta",2017,"Manual",10995,"Petrol",150,65.7,1
12795,"Fiesta",2018,"Manual",10419,"Petrol",145,65.7,1
12620,"Mondeo",2016,"Manual",22736,"Diesel",30,64.2,2
11298,"Fiesta",2017,"Manual",15796,"Petrol",0,65.7,1
8498,"Fiesta",2016,"Manual",18090,"Petrol",125,54.3,1.2
19995,"Focus",2020,"Automatic",500,"Petrol",150,50.4,1
17990,"Galaxy",2017,"Manual",28310,"Diesel",125,56.5,2
9195,"Fiesta",2017,"Manual",14973,"Petrol",145,65.7,1
13800,"Fiesta",2019,"Manual",5111,"Petrol",145,58.9,1
14690,"EcoSport",2018,"Manual",4352,"Petrol",145,54.3,1
9495,"Fiesta",2016,"Manual",27000,"Petrol",0,65.7,1
7699,"Kuga",2014,"Manual",87489,"Diesel",150,53.3,2
